<DTYYYYMMDD>,<SIGNAL>,<OPEN>,<FACTOR>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<FEE>,<FINALPRICE>
20170309,1,450.1,,450.1,445.05,449,37,99.23,349.77
20170310,1,449,,449,447,447,5,98.79,348.21
20170313,1,447,,450,447,450,39,99.45,350.55
20170314,-1,450,,451,448,451,110,107.79,558.79
20170315,1,448,,448,447,447,10,98.79,348.21
20170316,-1,450,,450,450,450,7,107.55,557.55
20170317,-1,453,,455,448,455,22,108.75,563.75
20170320,1,456,,456,448.05,448.05,53,99.02,349.03
20170321,-1,455,,455,448.5,455,12,108.75,563.75
20170322,-1,455,,455,449,453.95,63,108.49,562.44
20170323,-1,448.1,,453.95,444.1,453.95,31,108.49,562.44
20170324,1,453.95,,453.95,449,449,23,99.23,349.77
20170327,1,450,,453.95,448,448,31,99.01,348.99
20170328,1,450,,450,450,450,20,99.45,350.55
20170329,1,450,,450,450,450,23,99.45,350.55
20170331,1,453.5,,453.5,449,449,21,99.23,349.77
20170403,1,455,,455,429,437,510,96.58,340.42
20170404,1,444.45,,445,444,444,33,98.12,345.88
20170405,1,445,,445,440,440.1,13,97.26,342.84
20170407,1,440.1,,445,440.1,445,18,98.35,346.66
20170410,-1,449,,450,441,450,18,107.55,557.55
20170411,-1,450,,452,441,452,62,108.03,560.03
20170412,-1,452,,452,452,452,4,108.03,560.03
20170413,-1,452.95,,455,452.95,453,102,108.27,561.27
20170418,-1,454,,455,454,454,62,108.51,562.51
20170419,1,455,,455,445.05,445.05,34,98.36,346.69
20170420,-1,452,,453.1,450.2,453.1,18,108.29,561.39
20170421,-1,455,,461,455,461,188,110.18,571.18
20170424,-1,460,,463.5,458,460.6,137,110.08,570.68
20170425,-1,463.5,,463.5,458,460,329,109.94,569.94
20170426,1,450,,450,445,447.5,296,98.9,348.6
20170427,1,447.5,,448.4,446.3,448,64,99.01,348.99
20170428,1,448,,448,440,440,196,97.24,342.76
20170502,1,445,,446,443,446,25,98.57,347.43
20170504,1,449.7,,449.7,441,441,20,97.46,343.54
20170505,1,440.5,,446,440,446,13,98.57,347.43
20170508,1,440,,449.3,440,445.3,37,98.41,346.89
20170509,-1,444,,448,440,448,79,107.07,555.07
20170510,1,448,,448,445,445,13,98.35,346.66
20170511,-1,445,,448,445,448,13,107.07,555.07
20170512,1,443.5,,447,440.15,447,38,98.79,348.21
20170515,1,447,,449,447,447,107,98.79,348.21
20170516,-1,449,,449,449,449,5,107.31,556.31
20170517,-1,449,,452,449,452,156,108.03,560.03
20170518,-1,452.7,,452.7,452,452.7,205,108.2,560.9
20170519,-1,450,,450,450,450,20,107.55,557.55
20170522,-1,453,,453,450,450,22,107.55,557.55
20170523,-1,449.5,,449.5,449.5,449.5,6,107.43,556.93
20170524,1,448,,448,448,448,41,99.01,348.99
20170525,1,447,,448,445,445,109,98.35,346.66
20170526,1,447,,447,445,445,130,98.35,346.66
20170529,1,448,,452,446,446,38,98.57,347.43
20170530,-1,450,,450,450,450,9,107.55,557.55
20170531,-1,450,,450,446,450,30,107.55,557.55
20170601,1,451,,451,446,446,8,98.57,347.43
20170602,1,442,,451,442,446,21,98.57,347.43
20170605,-1,445,,450.3,445,450.3,47,107.62,557.92
20170606,-1,450,,450,449.5,449.5,73,107.43,556.93
20170607,-1,450,,450,446,450,17,107.55,557.55
20170608,1,446,,448.95,440.15,446,22,98.57,347.43
20170609,1,449.5,,449.5,445,447,40,98.79,348.21
20170612,1,443,,443.1,440,440,115,97.24,342.76
20170613,-1,440,,446.95,440,446.95,14,106.82,553.77
20170614,-1,446.95,,449.95,440.1,449.9,103,107.53,557.43
20170619,-1,441.35,,449.45,441.35,449.45,6,107.42,556.87
20170621,1,442.1,,442.1,442.1,442.1,1,97.7,344.4
20170622,-1,442,,449,442,448.9,25,107.29,556.19
20170623,-1,447.9,,447.9,447.9,447.9,2,107.05,554.95
20170626,-1,447,,450,447,449.9,9,107.53,557.43
20170627,1,446,,446,446,446,1,98.57,347.43
20170628,1,446,,446,445.5,445.5,14,98.46,347.04
20170629,1,445.5,,445.5,445.5,445.5,8,98.46,347.04
20170630,1,446,,446,443.1,443.1,17,97.93,345.17
20170703,1,443.1,,443.1,443.1,443.1,18,97.93,345.17
20170704,-1,442.6,,448.5,442.6,448.5,7,107.19,555.69
20170705,-1,444,,447,442.5,447,12,106.83,553.83
20170706,1,448.5,,448.5,442,442,27,97.68,344.32
20170707,-1,442,,446,442,446,23,106.59,552.59
20170711,1,445,,445,445,445,10,98.35,346.66
20170712,1,445,,445,440,440,327,97.24,342.76
20170713,1,440,,446,440,443,69,97.9,345.1
20170714,-1,446.5,,446.5,439.1,446.5,13,106.71,553.21
20170717,1,445,,445,440,440,10,97.24,342.76
20170718,1,440.1,,440.2,440.1,440.2,4,97.28,342.92
20170719,-1,446.5,,446.5,445,445,37,106.36,551.36
20170720,1,440.55,,440.55,440,440.2,90,97.28,342.92
20170721,-1,440.5,,444.9,440,444.9,77,106.33,551.23
20170724,-1,446,,446,445,445,32,106.36,551.36
20170725,1,440.1,,440.2,440,440,63,97.24,342.76
20170726,-1,440,,446,440,446,140,106.59,552.59
20170727,-1,445.95,,445.95,438,445,40,106.36,551.36
20170728,-1,444.95,,446,438.1,444.95,123,106.34,551.29
20170731,-1,444.95,,444.95,444.9,444.9,13,106.33,551.23
20170801,-1,444.9,,444.9,444.9,444.9,10,106.33,551.23
20170802,1,441,,445,438,444,83,98.12,345.88
20170803,1,442.95,,443.3,442.95,443.3,71,97.97,345.33
20170804,1,443.3,,443.3,443.3,443.3,2,97.97,345.33
20170807,-1,443.25,,443.95,440,443.95,106,106.1,550.05
20170808,1,443.95,,443.95,440,440,69,97.24,342.76
20170809,1,440,,440,437.5,438.5,54,96.91,341.59
20170810,1,443,,443,437.1,437.1,170,96.6,340.5
20170811,-1,437.1,,443,437.1,443,12,105.88,548.88
20170814,-1,441,,445.9,441,445.9,69,106.57,552.47
20170816,-1,445.9,,451.5,445,449.9,95,107.53,557.43
20170817,-1,446,,449.75,445,449.75,27,107.49,557.24
20170818,-1,449,,449,449,449,5,107.31,556.31
20170821,-1,449,,449,449,449,4,107.31,556.31
20170822,1,445,,445,445,445,12,98.35,346.66
20170823,1,445.9,,445.9,444,445,14,98.35,346.66
20170824,1,445,,445,445,445,1,98.35,346.66
20170828,1,445,,445,445,445,9,98.35,346.66
20170829,-1,446,,447,446,446.5,46,106.71,553.21
20170830,-1,446.5,,446.5,446.5,446.5,28,106.71,553.21
20170831,-1,446,,446,446,446,7,106.59,552.59
20170901,-1,445,,449.8,445,449.8,28,107.5,557.3
20170904,-1,450,,450,449.7,449.7,25,107.48,557.18
20170905,-1,449,,450,449,450,15,107.55,557.55
20170906,-1,450,,450,444,449,33,107.31,556.31
20170907,1,444.1,,444.1,444.1,444.1,4,98.15,345.95
20170908,-1,449.9,,449.9,449.9,449.9,2,107.53,557.43
20170911,1,449.9,,450,439.05,439.05,61,97.03,342.02
20170912,-1,441,,448,441,447.05,25,106.84,553.89
20170913,1,441.1,,441.1,441.1,441.1,18,97.48,343.62
20170914,1,443,,448,441.5,442,60,97.68,344.32
20170915,1,441,,441,440.5,440.5,12,97.35,343.15
20170918,1,441,,441,440.5,440.5,12,97.35,343.15
20170919,-1,447.85,,447.9,447.85,447.9,8,107.05,554.95
20170920,-1,448,,448,448,448,8,107.07,555.07
20170921,-1,445,,445,445,445,1,106.36,551.36
20170922,-1,446,,448,446,448,13,107.07,555.07
20170925,-1,450,,450,447,450,59,107.55,557.55
20170926,1,451.5,,451.5,445,445,109,98.35,346.66
20170927,-1,449.7,,449.7,445,447.95,61,107.06,555.01
20170928,-1,448,,449.8,447,449.8,19,107.5,557.3
20170929,-1,449,,449.8,449,449.8,12,107.5,557.3
20171002,1,451.5,,451.5,445.5,445.5,42,98.46,347.04
20171003,-1,445.5,,465,445.5,465,162,111.14,576.14
20171004,-1,462,,464,451,455.9,43,108.96,564.86
20171005,1,455.9,,455.9,446.1,446.1,68,98.59,347.51
20171006,1,450,,450,446.1,446.1,22,98.59,347.51
20171009,-1,450,,453.9,450,453,67,108.27,561.27
20171010,1,453.8,,453.8,447.4,447.4,9,98.88,348.52
20171011,1,447.4,,450.9,447.4,449,111,99.23,349.77
20171012,1,449,,449,447.3,447.3,66,98.85,348.45
20171013,-1,450,,450,450,450,7,107.55,557.55
20171016,-1,451,,451,450,450,36,107.55,557.55
20171017,1,451,,451.05,448,448,90,99.01,348.99
20171018,1,451,,451,449,449,16,99.23,349.77
20171019,-1,449,,455,449,455,13,108.75,563.75
20171020,-1,458,,458,456,456,16,108.98,564.98
20171023,-1,454,,454,453,453,58,108.27,561.27
20171024,1,454,,454,450,450,47,99.45,350.55
20171025,1,454,,454,450,450,25,99.45,350.55
20171026,-1,454,,456,452,456,47,108.98,564.98
20171027,-1,456,,459.95,456,459.95,133,109.93,569.88
20171030,-1,459.95,,460,459.95,459.95,34,109.93,569.88
20171031,-1,459,,459,457,457,25,109.22,566.22
20171102,1,457,,457,451.1,451.1,183,99.69,351.41
20171103,1,452.5,,452.5,451,451,72,99.67,351.33
20171106,-1,455,,455,455,455,22,108.75,563.75
20171107,-1,458,,459,458,459,240,109.7,568.7
20171108,-1,459,,465,459,465,156,111.14,576.14
20171109,-1,457.5,,458,457.5,457.5,16,109.34,566.84
20171110,-1,459,,460,459,460,56,109.94,569.94
20171113,-1,460,,465,459,459,225,109.7,568.7
20171114,-1,458,,461,457,458.05,97,109.47,567.52
20171115,-1,460,,461.5,458.3,461.5,67,110.3,571.8
20171116,-1,460,,461.5,460,461.5,41,110.3,571.8
20171117,-1,460,,460,458.05,460,15,109.94,569.94
20171120,1,460,,461.5,455,455,58,100.56,354.45
20171121,1,456.05,,456.05,451,454,40,100.33,353.67
20171122,1,449,,449,449,449,5,99.23,349.77
20171123,1,453,,453,453,453,23,100.11,352.89
20171124,1,455,,455,448.05,448.05,40,99.02,349.03
20171127,-1,449,,460,448.1,460,55,109.94,569.94
20171128,-1,460,,462,460,462,14,110.42,572.42
20171129,-1,462.5,,462.5,452,462.2,951,110.47,572.67
20171130,-1,461.5,,461.5,460,460,110,109.94,569.94
20171201,-1,459,,459,458,458,54,109.46,567.46
20171204,1,461.95,,461.95,444.05,454,107,100.33,353.67
20171205,-1,454,,457.95,454,457.95,9,109.45,567.4
20171206,-1,450.5,,458.95,450.5,458.95,9,109.69,568.64
20171207,-1,455,,460,455,460,45,109.94,569.94
20171208,1,457.1,,457.1,457.1,457.1,3,101.02,356.08
20171211,1,457.1,,458,456,456,34,100.78,355.22
20171212,-1,456,,458,456,458,8,109.46,567.46
20171213,1,458,,458,456,456.5,14,100.89,355.61
20171214,-1,456.5,,460,456,460,72,109.94,569.94
20171215,-1,463.45,,463.45,463.45,463.45,31,110.76,574.21
20171218,-1,462,,462,456,459,8,109.7,568.7
20171219,1,458,,458,456,456,87,100.78,355.22
20171220,-1,456,,470,450,460,680,109.94,569.94
20171221,-1,464,,465,461,465,27,111.14,576.14
20171222,-1,465,,478,461,478,317,114.24,592.24
20171227,1,463,,476.8,463,463,24,102.32,360.68
20171228,1,470,,470,463,463,21,102.32,360.68
20171229,-1,460,,480,457.7,472,425,112.81,584.81
20180103,-1,470,,472,468,472,74,112.81,584.81
20180104,-1,474,,474,474,474,1,113.29,587.29
20180105,-1,474,,474,468,468,73,111.85,579.85
20180108,-1,468,,474,468,470,108,112.33,582.33
20180109,-1,470,,470,470,470,119,112.33,582.33
20180110,-1,470,,470,470,470,14,112.33,582.33
20180111,-1,470,,470,470,470,22,112.33,582.33
20180112,-1,470,,470,470,470,32,112.33,582.33
20180115,-1,470,,470,470,470,35,112.33,582.33
20180116,-1,476,,476,476,476,8,113.76,589.76
20180117,-1,476,,476,472,472,92,112.81,584.81
20180118,-1,472,,472,472,472,1,112.81,584.81
20180119,-1,472,,476,472,476,15,113.76,589.76
20180122,-1,476,,476,476,476,10,113.76,589.76
20180123,-1,474,,476,474,476,8,113.76,589.76
20180124,-1,480,,480,480,480,10,114.72,594.72
20180125,-1,480,,480,478,480,27,114.72,594.72
20180126,-1,480,,480,480,480,5,114.72,594.72
20180129,1,482,,482,476,476,32,105.2,370.8
20180131,-1,476,,484,476,480,14,114.72,594.72
20180201,-1,480,,480,480,480,40,114.72,594.72
20180202,-1,480,,480,480,480,92,114.72,594.72
20180205,-1,478,,480,476,480,28,114.72,594.72
20180206,-1,476,,480,466,480,371,114.72,594.72
20180207,-1,480,,480,480,480,10,114.72,594.72
20180209,1,480,,480,472,472,11,104.31,367.69
20180212,1,472,,478,472,474,6,104.75,369.25
20180213,-1,478,,478,478,478,77,114.24,592.24
20180214,-1,480,,480,478,478,33,114.24,592.24
20180215,1,478,,480,468,470,97,103.87,366.13
20180216,-1,480,,480,474,480,105,114.72,594.72
20180219,1,476,,482,476,476,37,105.2,370.8
20180220,1,476,,476,476,476,3,105.2,370.8
20180221,1,474,,476,474,476,8,105.2,370.8
20180223,-1,480,,480,480,480,11,114.72,594.72
20180226,-1,480,,480,480,480,3,114.72,594.72
20180227,1,478,,478,476,476,20,105.2,370.8
20180228,-1,476,,478,476,478,2,114.24,592.24
20180301,-1,480,,480,478,478,23,114.24,592.24
20180302,-1,484,,490,480,490,76,117.11,607.11
20180305,-1,488,,488,482,488,26,116.63,604.63
20180306,-1,482,,488,482,482,24,115.2,597.2
20180307,-1,488,,488,480,482,39,115.2,597.2
20180308,-1,482,,482,482,482,10,115.2,597.2
20180309,-1,482,,484,482,482,68,115.2,597.2
20180312,-1,490,,490,486,488,8,116.63,604.63
20180313,1,482,,482,482,482,2,106.52,375.48
20180314,-1,484,,488,484,486,9,116.15,602.15
20180315,-1,490,,490,490,490,14,117.11,607.11
20180316,-1,488,,488,488,488,2,116.63,604.63
20180319,1,484,,484,480,480,11,106.08,373.92
20180320,1,480,,484,480,484,17,106.96,377.04
20180321,-1,484,,486,484,486,34,116.15,602.15
20180322,-1,488,,490,486,486,49,116.15,602.15
20180323,1,482,,482,482,482,2,106.52,375.48
20180326,1,478,,478,478,478,1,105.64,372.36
20180327,1,480,,480,480,480,6,106.08,373.92
20180328,-1,484,,486,484,484,4,115.68,599.68
20180329,1,484,,486,480,480,12,106.08,373.92
20180403,1,476,,490,468,480,83,106.08,373.92
20180404,-1,486,,494,486,494,63,118.07,612.07
20180405,-1,490,,494,490,494,47,118.07,612.07
20180406,-1,482,,490,482,490,4,117.11,607.11
20180409,-1,490,,490,482,490,269,117.11,607.11
20180411,-1,490,,490,490,490,3,117.11,607.11
20180412,-1,490,,510,490,498,319,119.02,617.02
20180413,-1,494,,510,494,500,324,119.5,619.5
20180416,-1,505,,510,500,500,29,119.5,619.5
20180417,-1,500,,500,498,500,31,119.5,619.5
20180418,1,498,,498,480,484,122,106.96,377.04
20180419,1,484,,486,470,480,455,106.08,373.92
20180420,1,480,,490,480,480,357,106.08,373.92
20180423,1,486,,486,484,486,42,107.41,378.59
20180424,1,490,,490,480,486,167,107.41,378.59
20180425,1,486,,486,480,480,11,106.08,373.92
20180426,1,480,,480,470,470,11,103.87,366.13
20180427,1,470,,470,470,470,10,103.87,366.13
20180430,1,470,,486,470,480,16,106.08,373.92
20180502,1,472,,472,472,472,1,104.31,367.69
20180504,-1,474,,480,474,480,26,114.72,594.72
20180507,-1,482,,482,480,480,13,114.72,594.72
20180508,-1,478,,482,478,480,8,114.72,594.72
20180509,-1,474,,482,474,482,20,115.2,597.2
20180510,1,480,,482,466,470,77,103.87,366.13
20180511,1,484,,484,470,476,58,105.2,370.8
20180514,1,476,,476,470,470,42,103.87,366.13
20180516,1,472,,474,472,474,24,104.75,369.25
20180517,-1,476,,476,476,476,148,113.76,589.76
20180518,1,472,,476,472,472,46,104.31,367.69
20180521,1,464,,472,464,466,45,102.99,363.01
20180522,1,460,,466,440,466,89,102.99,363.01
20180523,1,464,,464,450,456,27,100.78,355.22
20180524,1,460,,462,456,456,12,100.78,355.22
20180525,1,452,,458,442,452,31,99.89,352.11
20180528,1,450,,452,450,452,10,99.89,352.11
20180529,1,450,,460,450,460,25,101.66,358.34
20180530,1,460,,460,460,460,39,101.66,358.34
20180601,1,460,,460,460,460,2,101.66,358.34
20180604,1,460,,464,450,450,42,99.45,350.55
20180605,-1,452,,470,452,468,114,111.85,579.85
20180606,-1,468,,468,468,468,14,111.85,579.85
20180607,-1,462,,476,462,476,101,113.76,589.76
20180608,1,472,,472,454,456,16,100.78,355.22
20180611,1,472,,472,460,460,26,101.66,358.34
20180612,1,470,,470,452,452,27,99.89,352.11
20180613,-1,458,,466,458,466,4,111.37,577.37
20180614,1,460,,462,458,458,76,101.22,356.78
20180615,1,454,,454,436,454,266,100.33,353.67
20180618,1,450,,450,450,450,31,99.45,350.55
20180619,1,450,,450,422,448,85,99.01,348.99
20180620,1,448,,448,448,448,98,99.01,348.99
20180621,1,448,,448,436,448,329,99.01,348.99
20180625,1,436,,440,436,438,300,96.8,341.2
20180627,1,442,,446,442,446,23,98.57,347.43
20180628,1,436,,448,436,448,34,99.01,348.99
20180629,1,448,,448,438,448,169,99.01,348.99
20180702,1,448,,448,448,448,1,99.01,348.99
20180703,1,448,,448,448,448,24,99.01,348.99
20180704,1,446,,446,446,446,6,98.57,347.43
20180705,1,442,,448,442,446,112,98.57,347.43
20180706,1,446,,446,446,446,55,98.57,347.43
20180709,1,440,,440,436,436,33,96.36,339.64
20180710,1,442,,444,442,444,5,98.12,345.88
20180711,-1,444,,450,444,450,107,107.55,557.55
20180712,-1,450,,450,450,450,2,107.55,557.55
20180713,-1,466,,466,452,452,62,108.03,560.03
20180716,-1,452,,460,452,460,21,109.94,569.94
20180717,-1,462,,462,462,462,313,110.42,572.42
20180718,-1,462,,462,462,462,1,110.42,572.42
20180719,1,462,,462,452,452,6,99.89,352.11
20180720,-1,452,,462,450,462,109,110.42,572.42
20180723,1,452,,456,452,452,30,99.89,352.11
20180724,-1,454,,460,452,460,46,109.94,569.94
20180725,-1,460,,460,460,460,1,109.94,569.94
20180726,-1,460,,460,460,460,8,109.94,569.94
20180727,-1,460,,460,450,460,110,109.94,569.94
20180730,-1,458,,458,458,458,1,109.46,567.46
20180731,-1,460,,462,460,462,68,110.42,572.42
20180801,-1,460,,460,460,460,26,109.94,569.94
20180802,-1,460,,460,460,460,10,109.94,569.94
20180803,-1,462,,462,460,462,11,110.42,572.42
20180806,-1,464,,464,464,464,3,110.9,574.9
20180807,-1,462,,462,462,462,5,110.42,572.42
20180808,-1,464,,466,464,466,11,111.37,577.37
20180810,-1,466,,466,466,466,13,111.37,577.37
20180813,-1,468,,470,468,470,13,112.33,582.33
20180814,-1,464,,464,464,464,17,110.9,574.9
20180816,-1,474,,474,470,470,19,112.33,582.33
20180817,-1,470,,470,470,470,9,112.33,582.33
20180820,-1,470,,470,470,470,1,112.33,582.33
20180821,-1,470,,472,470,470,115,112.33,582.33
20180822,-1,466,,468,466,468,1958,111.85,579.85
20180823,-1,472,,474,472,474,9,113.29,587.29
20180824,-1,470,,470,470,470,3,112.33,582.33
20180827,-1,476,,476,472,472,16,112.81,584.81
20180828,-1,472,,472,472,472,16,112.81,584.81
20180829,1,474,,474,468,468,16,103.43,364.57
20180830,-1,468,,480,468,480,40,114.72,594.72
20180831,1,468,,470,468,470,10,103.87,366.13
20180903,1,470,,470,468,470,113,103.87,366.13
20180904,-1,468,,472,468,472,15,112.81,584.81
20180905,1,470,,470,470,470,7,103.87,366.13
20180906,1,470,,472,470,470,15,103.87,366.13
20180907,1,470,,470,468,468,8,103.43,364.57
20180910,1,468,,472,468,468,30,103.43,364.57
20180911,1,468,,468,466,466,20,102.99,363.01
20180912,1,462,,462,460,460,23,101.66,358.34
20180913,1,466,,466,460,466,34,102.99,363.01
20180914,1,462,,462,462,462,10,102.1,359.9
20180917,1,462,,462,462,462,8,102.1,359.9
20180918,1,460,,462,460,462,32,102.1,359.9
20180919,1,460,,460,460,460,45,101.66,358.34
20180920,1,460,,470,460,460,46,101.66,358.34
20180921,1,460,,460,450,460,468,101.66,358.34
20180924,-1,460,,468,460,464,16,110.9,574.9
20180925,-1,464,,472,464,470,111,112.33,582.33
20180926,-1,470,,480,470,472,256,112.81,584.81
20180927,-1,470,,478,468,468,38,111.85,579.85
20181001,-1,478,,478,476,476,12,113.76,589.76
20181002,-1,476,,476,476,476,2,113.76,589.76
20181003,-1,478,,478,478,478,2,114.24,592.24
20181004,1,470,,470,470,470,12,103.87,366.13
20181008,1,460,,462,460,460,34,101.66,358.34
20181010,1,468,,468,466,466,26,102.99,363.01
20181011,1,466,,470,464,464,107,102.54,361.46
20181012,-1,464,,468,464,468,44,111.85,579.85
20181015,-1,468,,470,468,470,3,112.33,582.33
20181016,1,466,,466,466,466,2,102.99,363.01
20181017,1,466,,466,466,466,12,102.99,363.01
20181018,-1,468,,468,468,468,2,111.85,579.85
20181019,1,466,,466,466,466,10,102.99,363.01
20181022,1,470,,470,462,462,30,102.1,359.9
20181023,1,462,,462,462,462,23,102.1,359.9
20181024,1,462,,466,460,462,15,102.1,359.9
20181025,1,468,,468,458,458,17,101.22,356.78
20181026,-1,470,,470,470,470,1,112.33,582.33
20181029,-1,470,,470,470,470,15,112.33,582.33
20181031,1,466,,466,456,456,3,100.78,355.22
20181102,-1,470,,470,468,468,71,111.85,579.85
20181105,-1,470,,470,470,470,2,112.33,582.33
20181106,-1,470,,470,470,470,25,112.33,582.33
20181108,1,468,,468,464,464,62,102.54,361.46
20181109,-1,470,,470,470,470,114,112.33,582.33
20181113,1,470,,470,464,464,12,102.54,361.46
20181114,-1,464,,470,464,470,16,112.33,582.33
20181115,-1,470,,470,460,470,79,112.33,582.33
20181116,1,468,,468,460,466,118,102.99,363.01
20181119,1,462,,462,462,462,14,102.1,359.9
20181120,-1,460,,470,460,470,24,112.33,582.33
20181122,-1,470,,490,470,490,83,117.11,607.11
20181123,1,468,,472,460,460,136,101.66,358.34
20181126,1,470,,470,460,460,69,101.66,358.34
20181127,1,460,,460,460,460,12,101.66,358.34
20181128,1,470,,470,462,462,8,102.1,359.9
20181129,1,462,,470,462,464,11,102.54,361.46
20181130,1,470,,470,462,462,55,102.1,359.9
20181203,1,470,,470,460,460,36,101.66,358.34
20181204,-1,462,,472,462,472,33,112.81,584.81
20181205,1,470,,474,456,464,164,102.54,361.46
20181206,1,462,,464,460,464,11,102.54,361.46
20181207,-1,468,,468,468,468,3,111.85,579.85
20181210,-1,470,,470,468,468,22,111.85,579.85
20181212,-1,468,,468,468,468,2,111.85,579.85
20181213,1,460,,460,460,460,5,101.66,358.34
20181214,1,460,,460,460,460,6,101.66,358.34
20181217,1,460,,460,460,460,39,101.66,358.34
20181218,1,460,,460,460,460,40,101.66,358.34
20181219,-1,466,,466,466,466,5,111.37,577.37
20181220,-1,460,,466,460,464,15,110.9,574.9
20181221,-1,464,,466,464,464,115,110.9,574.9
20181227,1,464,,464,460,460,68,101.66,358.34
20181228,1,460,,462,460,462,90,102.1,359.9
20190102,1,462,,462,462,462,10,102.1,359.9
20190103,1,462,,462,462,462,1,102.1,359.9
20190104,-1,466,,466,466,466,2,111.37,577.37
20190107,1,462,,462,462,462,15,102.1,359.9
20190108,-1,468,,468,466,468,24,111.85,579.85
20190109,-1,466,,470,466,470,63,112.33,582.33
20190110,1,464,,464,460,460,28,101.66,358.34
20190111,1,460,,464,460,460,208,101.66,358.34
20190114,1,464,,464,458,458,19,101.22,356.78
20190115,-1,464,,466,464,466,6,111.37,577.37
20190116,-1,466,,466,466,466,6,111.37,577.37
20190117,-1,466,,466,460,466,23,111.37,577.37
20190118,-1,466,,466,466,466,11,111.37,577.37
20190121,1,462,,462,462,462,2,102.1,359.9
20190122,-1,460,,466,460,466,7,111.37,577.37
20190123,1,462,,464,462,462,28,102.1,359.9
20190124,-1,462,,466,462,466,8,111.37,577.37
20190128,1,462,,464,462,464,32,102.54,361.46
20190129,1,464,,464,462,462,11,102.1,359.9
20190130,1,464,,464,462,462,7,102.1,359.9
20190131,1,462,,462,462,462,25,102.1,359.9
20190201,1,462,,462,460,460,32,101.66,358.34
20190204,1,464,,464,460,462,99,102.1,359.9
20190205,1,462,,462,462,462,50,102.1,359.9
20190206,1,462,,462,460,460,62,101.66,358.34
20190207,1,462,,462,460,460,9,101.66,358.34
20190208,-1,460,,464,460,464,71,110.9,574.9
20190211,-1,464,,464,464,464,3,110.9,574.9
20190212,-1,464,,464,460,464,8,110.9,574.9
20190213,-1,464,,484,464,476,615,113.76,589.76
20190214,-1,478,,480,478,480,100,114.72,594.72
20190215,-1,480,,480,474,474,6,113.29,587.29
