<DTYYYYMMDD>,<SIGNAL>,<OPEN>,<FACTOR>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<FEE>,<FINALPRICE>
19920716,-1,14.4,,14.4,14.4,14.4,7604,3.44,17.84
19920721,-1,14.3,,14.3,14.3,14.3,5846,3.42,17.72
19920723,-1,14.3,,14.3,14.3,14.3,8416,3.42,17.72
19920728,-1,14.7,,14.7,14.7,14.7,12956,3.51,18.21
19920730,-1,15,,15,15,15,12640,3.59,18.59
19920804,-1,14.3,,14.3,14.3,14.3,7343,3.42,17.72
19920806,1,14.1,,14.1,14.1,14.1,2759,3.12,10.98
19920811,1,14.1,,14.1,14.1,14.1,6496,3.12,10.98
19920813,-1,14.4,,14.4,14.4,14.4,2910,3.44,17.84
19920818,-1,14.4,,14.4,14.4,14.4,5465,3.44,17.84
19920820,-1,14.5,,14.5,14.5,14.5,9759,3.47,17.97
19920825,-1,15,,15,15,15,20287,3.59,18.59
19920827,-1,14.5,,14.5,14.5,14.5,10531,3.47,17.97
19920901,1,13.9,,13.9,13.9,13.9,17989,3.07,10.83
19920903,1,14,,14,14,14,10250,3.09,10.91
19920908,1,13.7,,13.7,13.7,13.7,8109,3.03,10.67
19920910,1,13.9,,13.9,13.9,13.9,8180,3.07,10.83
19920915,1,13.5,,13.5,13.5,13.5,9284,2.98,10.52
19920917,1,13,,13,13,13,12938,2.87,10.13
19920922,1,13.5,,13.5,13.5,13.5,11856,2.98,10.52
19920924,-1,13.9,,13.9,13.9,13.9,13537,3.32,17.22
19920929,-1,14.1,,14.1,14.1,14.1,23379,3.37,17.47
19921001,-1,14.2,,14.2,14.2,14.2,22989,3.39,17.59
19921006,-1,14.1,,14.1,14.1,14.1,10841,3.37,17.47
19921008,1,13.6,,13.6,13.6,13.6,5306,3.01,10.59
19921013,1,13,,13,13,13,8977,2.87,10.13
19921015,1,13,,13,13,13,3612,2.87,10.13
19921020,1,13.3,,13.3,13.3,13.3,11728,2.94,10.36
19921022,1,12.9,,12.9,12.9,12.9,9676,2.85,10.05
19921027,1,12.5,,12.5,12.5,12.5,10612,2.76,9.74
19921029,1,13,,13,13,13,11546,2.87,10.13
19921103,1,13,,13,13,13,5831,2.87,10.13
19921105,1,12.2,,12.2,12.2,12.2,6992,2.7,9.5
19921110,1,12.6,,12.6,12.6,12.6,5709,2.78,9.82
19921112,1,12.5,,12.5,12.5,12.5,2616,2.76,9.74
19921117,1,12.5,,12.5,12.5,12.5,10716,2.76,9.74
19921119,1,12.3,,12.3,12.3,12.3,16882,2.72,9.58
19921124,1,12.3,,12.3,12.3,12.3,11411,2.72,9.58
19921126,1,12,,12,12,12,6471,2.65,9.35
19921201,1,12.3,,12.3,12.3,12.3,13606,2.72,9.58
19921203,-1,12.5,,12.5,12.5,12.5,15772,2.99,15.49
19921208,-1,13,,13,13,13,16250,3.11,16.11
19921210,-1,13.5,,13.5,13.5,13.5,13252,3.23,16.73
19921215,-1,13,,13,13,13,11469,3.11,16.11
19921217,-1,13,,13,13,13,10777,3.11,16.11
19921222,-1,13,,13,13,13,12508,3.11,16.11
19921229,1,12.5,,12.5,12.5,12.5,7256,2.76,9.74
19930104,1,12.5,,12.5,12.5,12.5,3360,2.76,9.74
19930105,1,12.5,,12.5,12.5,12.5,4088,2.76,9.74
19930107,-1,13,,13,13,13,7102,3.11,16.11
19930111,-1,13.1,,13.1,13.1,13.1,3592,3.13,16.23
19930112,-1,13.5,,13.5,13.5,13.5,6970,3.23,16.73
19930114,-1,13.4,,13.4,13.4,13.4,5657,3.2,16.6
19930118,-1,13.3,,13.3,13.3,13.3,3195,3.18,16.48
19930119,1,13,,13,13,13,4188,2.87,10.13
19930121,1,13,,13,13,13,14773,2.87,10.13
19930125,1,12.2,,12.2,12.2,12.2,9152,2.7,9.5
19930126,1,12.5,,12.5,12.5,12.5,2980,2.76,9.74
19930128,1,12.2,,12.2,12.2,12.2,2896,2.7,9.5
19930201,1,12.5,,12.5,12.5,12.5,2892,2.76,9.74
19930202,1,12.2,,12.2,12.2,12.2,2959,2.7,9.5
19930204,1,12.5,,12.5,12.5,12.5,5336,2.76,9.74
19930208,1,12.4,,12.4,12.4,12.4,4551,2.74,9.66
19930209,1,12.5,,12.5,12.5,12.5,12404,2.76,9.74
19930211,1,12.5,,12.5,12.5,12.5,10476,2.76,9.74
19930215,-1,12.6,,12.6,12.6,12.6,5508,3.01,15.61
19930216,-1,12.9,,12.9,12.9,12.9,13798,3.08,15.98
19930218,-1,12.9,,12.9,12.9,12.9,12858,3.08,15.98
19930222,-1,12.8,,12.8,12.8,12.8,7517,3.06,15.86
19930223,-1,13,,13,13,13,12552,3.11,16.11
19930225,-1,13.5,,13.5,13.5,13.5,17341,3.23,16.73
19930301,-1,13.8,,13.8,13.8,13.8,17591,3.3,17.1
19930302,-1,14.5,,14.5,14.5,14.5,18674,3.47,17.97
19930304,-1,15.9,,15.9,15.9,15.9,43528,3.8,19.7
19930308,-1,16.3,,16.3,16.3,16.3,34475,3.9,20.2
19930309,-1,16.7,,16.7,16.7,16.7,35698,3.99,20.69
19930311,-1,17,,17,17,17,30806,4.06,21.06
19930315,-1,15.6,,15.6,15.6,15.6,14686,3.73,19.33
19930316,-1,15.8,,15.8,15.8,15.8,12829,3.78,19.58
19930318,-1,16,,16,16,16,13453,3.82,19.82
19930322,-1,15.9,,15.9,15.9,15.9,13292,3.8,19.7
19930323,1,15.5,,15.5,15.5,15.5,5239,3.43,12.07
19930325,-1,15.9,,15.9,15.9,15.9,11642,3.8,19.7
19930329,-1,16.1,,16.1,16.1,16.1,8488,3.85,19.95
19930330,-1,16.4,,16.4,16.4,16.4,7131,3.92,20.32
19930401,-1,16.5,,16.5,16.5,16.5,15476,3.94,20.44
19930405,-1,16.7,,16.7,16.7,16.7,11407,3.99,20.69
19930406,-1,16.9,,16.9,16.9,16.9,11840,4.04,20.94
19930408,-1,17,,17,17,17,23671,4.06,21.06
19930413,-1,18.1,,18.1,18.1,18.1,15925,4.33,22.43
19930415,-1,19.9,,19.9,19.9,19.9,21515,4.76,24.66
19930419,-1,21.8,,21.8,21.8,21.8,13608,5.21,27.01
19930420,-1,23.9,,23.9,23.9,23.9,20167,5.71,29.61
19930422,-1,26.2,,26.2,26.2,26.2,24859,6.26,32.46
19930426,-1,28.8,,28.8,28.8,28.8,32997,6.88,35.68
19930427,-1,27.3,,27.3,27.3,27.3,29154,6.52,33.82
19930429,-1,24.6,,24.6,24.6,24.6,18502,5.88,30.48
19930504,1,23,,23,23,23,32726,5.08,17.92
19930506,-1,25.3,,25.3,25.3,25.3,0,6.05,31.35
19930510,-1,27.8,,27.8,27.8,27.8,0,6.64,34.44
19930511,-1,30.5,,30.5,30.5,30.5,14710,7.29,37.79
19930513,-1,33.5,,33.5,33.5,33.5,64082,8.01,41.51
19930517,-1,33.2,,33.2,33.2,33.2,49026,7.93,41.13
19930518,-1,35.5,,35.5,35.5,35.5,37537,8.48,43.98
19930520,-1,39,,39,39,39,22294,9.32,48.32
19930524,-1,42.9,,42.9,42.9,42.9,29409,10.25,53.15
19930525,-1,47.1,,47.1,47.1,47.1,26684,11.26,58.36
19930527,-1,41.5,,41.5,41.5,41.5,39594,9.92,51.42
19930531,-1,45.6,,45.6,45.6,45.6,31876,10.9,56.5
19930601,-1,47,,47,47,47,23476,11.23,58.23
19930603,-1,42.3,,42.3,42.3,42.3,22435,10.11,52.41
19930607,1,38.1,,38.1,38.1,38.1,0,8.42,29.68
19930608,1,34.3,,34.3,34.3,34.3,0,7.58,26.72
19930609,1,30.9,,30.9,30.9,30.9,42751,6.83,24.07
19930614,1,33.9,,33.9,33.9,33.9,0,7.49,26.41
19930615,-1,37.2,,37.2,37.2,37.2,0,8.89,46.09
19930617,-1,40.9,,40.9,40.9,40.9,55018,9.78,50.68
19930621,-1,39.9,,39.9,39.9,39.9,31907,9.54,49.44
19930622,-1,43.8,,43.8,43.8,43.8,23477,10.47,54.27
19930624,-1,48.1,,48.1,48.1,48.1,66727,11.5,59.6
19930628,-1,48.1,,48.1,48.1,48.1,39521,11.5,59.6
19930629,-1,50.5,,50.5,50.5,50.5,34121,12.07,62.57
19930701,-1,55.5,,55.5,55.5,55.5,34322,13.26,68.76
19930705,-1,61,,61,61,61,20830,14.58,75.58
19930706,-1,60,,60,60,60,19496,14.34,74.34
19930708,-1,62.5,,62.5,62.5,62.5,32656,14.94,77.44
19930712,-1,67,,67,67,67,15226,16.01,83.01
19930713,-1,64,,64,64,64,15306,15.3,79.3
19930715,-1,64,,64,64,64,15455,15.3,79.3
19930719,-1,66.5,,66.5,66.5,66.5,27176,15.89,82.39
19930720,-1,64.5,,64.5,64.5,64.5,11975,15.42,79.92
19930722,-1,61.5,,61.5,61.5,61.5,18945,14.7,76.2
19930726,-1,64.5,,64.5,64.5,64.5,9648,15.42,79.92
19930727,-1,64.5,,64.5,64.5,64.5,7693,15.42,79.92
19930729,1,60,,60,60,60,10705,13.26,46.74
19930802,-1,62,,62,62,62,11241,14.82,76.82
19930803,1,59,,59,59,59,44750,13.04,45.96
19930805,1,61,,61,61,61,18684,13.48,47.52
19930809,-1,67,,67,67,67,25377,16.01,83.01
19930810,-1,73.5,,73.5,73.5,73.5,24248,17.57,91.07
19930812,-1,66.5,,66.5,66.5,66.5,19562,15.89,82.39
19930816,-1,71,,71,71,71,32622,16.97,87.97
19930817,-1,73.5,,73.5,73.5,73.5,25344,17.57,91.07
19930819,-1,73.5,,73.5,73.5,73.5,43148,17.57,91.07
19930823,-1,80.5,,80.5,80.5,80.5,27857,19.24,99.74
19930824,-1,88.5,,88.5,88.5,88.5,16418,21.15,109.65
19930826,-1,97,,97,97,97,55241,23.18,120.18
19930830,-1,87.5,,87.5,87.5,87.5,31017,20.91,108.41
19930831,1,79,,79,79,79,45684,17.46,61.54
19930902,-1,86.5,,86.5,86.5,86.5,23472,20.67,107.17
19930906,-1,95,,95,95,95,34193,22.71,117.71
19930907,-1,85.5,,85.5,85.5,85.5,42679,20.43,105.93
19930909,1,83,,83,83,83,31892,18.34,64.66
19930913,-1,84.5,,84.5,84.5,84.5,28704,20.2,104.7
19930914,-1,87,,87,87,87,9646,20.79,107.79
19930916,-1,89.5,,89.5,89.5,89.5,15061,21.39,110.89
19930920,-1,89.5,,89.5,89.5,89.5,22071,21.39,110.89
19930921,-1,86.5,,86.5,86.5,86.5,16707,20.67,107.17
19930923,1,84.5,,84.5,84.5,84.5,19490,18.67,65.83
19930927,-1,88.5,,88.5,88.5,88.5,28164,21.15,109.65
19930928,-1,92.5,,92.5,92.5,92.5,16670,22.11,114.61
19930930,-1,90,,90,90,90,15394,21.51,111.51
19931004,-1,90,,90,90,90,21516,21.51,111.51
19931005,-1,95,,95,95,95,37612,22.71,117.71
19931007,-1,100,,100,100,100,38986,23.9,123.9
19931011,-1,110,,110,110,110,37587,26.29,136.29
19931012,-1,120,,120,120,120,33165,28.68,148.68
19931014,-1,119,,119,119,119,19866,28.44,147.44
19931018,-1,114.5,,114.5,114.5,114.5,24828,27.37,141.87
19931019,-1,112.5,,112.5,112.5,112.5,16939,26.89,139.39
19931021,-1,110,,110,110,110,33617,26.29,136.29
19931026,1,106,,106,106,106,9875,23.43,82.57
19931028,-1,110,,110,110,110,21285,26.29,136.29
19931102,-1,115,,115,115,115,28209,27.49,142.49
19931104,-1,120,,120,120,120,35286,28.68,148.68
19931108,-1,114.5,,114.5,114.5,114.5,14983,27.37,141.87
19931109,-1,112,,112,112,112,8295,26.77,138.77
19931110,-1,112,,112,112,112,9186,26.77,138.77
19931115,-1,115,,115,115,115,22783,27.49,142.49
19931116,-1,118,,118,118,118,9662,28.2,146.2
19931118,1,110,,110,110,110,12637,24.31,85.69
19931122,1,112,,112,112,112,11882,24.75,87.25
19931123,-1,117,,117,117,117,9699,27.96,144.96
19931125,-1,118,,118,118,118,18777,28.2,146.2
19931129,-1,119.5,,119.5,119.5,119.5,14502,28.56,148.06
19931130,-1,120,,120,120,120,10271,28.68,148.68
19931202,-1,132,,132,132,132,24681,31.55,163.55
19931206,-1,139,,139,139,139,13050,33.22,172.22
19931207,-1,140,,140,140,140,19970,33.46,173.46
19931209,-1,140,,140,140,140,22810,33.46,173.46
19931213,-1,154,,154,154,154,14182,36.81,190.81
19931214,-1,157,,157,157,157,16267,37.52,194.52
19931216,-1,172.5,,172.5,172.5,172.5,11965,41.23,213.73
19931220,-1,175,,175,175,175,17069,41.83,216.83
19931221,-1,180,,180,180,180,16946,43.02,223.02
19931223,-1,198,,198,198,198,15980,47.32,245.32
19931227,-1,210,,210,210,210,17005,50.19,260.19
19931228,-1,189,,189,189,189,10977,45.17,234.17
19931230,-1,200,,200,200,200,16915,47.8,247.8
19940103,-1,218,,218,218,218,12362,52.1,270.1
19940104,-1,239.5,,239.5,239.5,239.5,21122,57.24,296.74
19940106,-1,216,,216,216,216,33014,51.62,267.62
19940110,-1,225,,225,225,225,26141,53.78,278.78
19940111,-1,225,,225,225,225,10692,53.78,278.78
19940113,1,202.5,,202.5,202.5,202.5,25327,44.75,157.75
19940117,-1,222.5,,222.5,222.5,222.5,46225,53.18,275.68
19940118,-1,210,,210,210,210,12691,50.19,260.19
19940120,-1,216,,216,216,216,21036,51.62,267.62
19940124,-1,219,,219,219,219,29043,52.34,271.34
19940125,-1,240.5,,240.5,240.5,240.5,31369,57.48,297.98
19940127,-1,264.5,,264.5,264.5,264.5,24013,63.22,327.72
19940131,-1,238.5,,238.5,238.5,238.5,36065,57,295.5
19940201,1,215,,215,215,215,79328,47.52,167.49
19940203,-1,236.5,,236.5,236.5,236.5,46168,56.52,293.02
19940207,-1,229.5,,229.5,229.5,229.5,17941,54.85,284.35
19940208,-1,240,,240,240,240,45050,57.36,297.36
19940210,-1,255,,255,255,255,33447,60.95,315.95
19940214,-1,260,,260,260,260,18204,62.14,322.14
19940215,-1,270,,270,270,270,19837,64.53,334.53
19940217,-1,270,,270,270,270,18328,64.53,334.53
19940221,-1,269,,269,269,269,18821,64.29,333.29
19940222,-1,290,,290,290,290,27612,69.31,359.31
19940224,-1,290,,290,290,290,30051,69.31,359.31
19940228,-1,289,,289,289,289,24461,69.07,358.07
19940301,-1,290,,290,290,290,31872,69.31,359.31
19940307,-1,319,,319,319,319,0,76.24,395.24
19940308,-1,382.5,,382.5,382.5,382.5,53261,91.42,473.92
19940310,-1,344.5,,344.5,344.5,344.5,48807,82.34,426.84
19940314,-1,323.5,,323.5,323.5,323.5,42587,77.32,400.82
19940315,-1,333,,333,333,333,21756,79.59,412.59
19940317,-1,333,,333,333,333,15262,79.59,412.59
19940321,1,300,,300,300,300,7254,66.3,233.7
19940322,1,291,,291,291,291,13907,64.31,226.69
19940324,1,305,,305,305,305,23996,67.41,237.6
19940328,1,274.5,,274.5,274.5,274.5,10882,60.66,213.84
19940329,1,247.5,,247.5,247.5,247.5,12152,54.7,192.8
19940331,1,223,,223,223,223,43968,49.28,173.72
19940405,1,220,,220,220,220,23035,48.62,171.38
19940407,1,239,,239,239,239,35490,52.82,186.18
19940408,1,227.5,,227.5,227.5,227.5,28507,50.28,177.22
19940411,1,205,,205,205,205,9054,45.31,159.7
19940412,1,184.5,,184.5,184.5,184.5,10066,40.77,143.73
19940414,1,175,,175,175,175,19491,38.68,136.33
19940418,1,185,,185,185,185,16431,40.89,144.12
19940419,1,200,,200,200,200,23383,44.2,155.8
19940421,-1,229.5,,229.5,229.5,229.5,16123,54.85,284.35
19940425,-1,234,,234,234,234,23491,55.93,289.93
19940426,1,211,,211,211,211,12365,46.63,164.37
19940428,1,190,,190,190,190,10854,41.99,148.01
19940505,1,209,,209,209,209,14373,46.19,162.81
19940506,1,198.5,,198.5,198.5,198.5,9313,43.87,154.63
19940509,1,190,,190,190,190,5429,41.99,148.01
19940510,1,190,,190,190,190,4876,41.99,148.01
19940512,1,190,,190,190,190,7313,41.99,148.01
19940516,-1,209,,209,209,209,12285,49.95,258.95
19940517,-1,205,,205,205,205,3946,49,254
19940519,-1,219,,219,219,219,13958,52.34,271.34
19940523,-1,228,,228,228,228,13312,54.49,282.49
19940524,-1,228,,228,228,228,12369,54.49,282.49
19940526,-1,228,,228,228,228,23006,54.49,282.49
19940530,-1,228,,228,228,228,12811,54.49,282.49
19940531,-1,220,,220,220,220,9505,52.58,272.58
19940601,1,213,,213,213,213,7640,47.07,165.93
19940606,1,208.5,,208.5,208.5,208.5,7204,46.08,162.42
19940607,1,203.5,,203.5,203.5,203.5,5791,44.97,158.53
19940609,1,197,,197,197,197,12421,43.54,153.46
19940613,1,177.5,,177.5,177.5,177.5,21686,39.23,138.27
19940614,1,163,,163,163,163,6019,36.02,126.98
19940616,1,179,,179,179,179,14000,39.56,139.44
19940620,1,185,,185,185,185,14636,40.89,144.12
19940621,1,167,,167,167,167,7298,36.91,130.09
19940623,1,183.5,,183.5,183.5,183.5,17094,40.55,142.95
19940627,1,181,,181,181,181,4349,40,141
19940628,-1,199,,199,199,199,17736,47.56,246.56
19940630,-1,192,,192,192,192,5441,45.89,237.89
19940704,1,185,,185,185,185,3561,40.89,144.12
19940705,-1,190,,190,190,190,3675,45.41,235.41
19940706,1,185,,185,185,185,7673,40.89,144.12
19940707,-1,203.5,,203.5,203.5,203.5,20217,48.64,252.14
19940711,-1,210.5,,210.5,210.5,210.5,19161,50.31,260.81
19940712,-1,212.5,,212.5,212.5,212.5,3950,50.79,263.29
19940713,-1,233.5,,233.5,233.5,233.5,14719,55.81,289.31
19940714,-1,210.5,,210.5,210.5,210.5,14106,50.31,260.81
19940718,-1,231.5,,231.5,231.5,231.5,11313,55.33,286.83
19940719,-1,230,,230,230,230,5952,54.97,284.97
19940720,-1,215,,215,215,215,12080,51.39,266.39
19940721,-1,220,,220,220,220,10403,52.58,272.58
19940725,-1,220,,220,220,220,15138,52.58,272.58
19940726,1,210.5,,210.5,210.5,210.5,3543,46.52,163.98
19940727,-1,227,,227,227,227,7120,54.25,281.25
19940728,-1,222,,222,222,222,3761,53.06,275.06
19940801,-1,225,,225,225,225,4378,53.78,278.78
19940802,-1,225,,225,225,225,7188,53.78,278.78
19940803,-1,230.5,,230.5,230.5,230.5,13395,55.09,285.59
19940804,-1,243,,243,243,243,15220,58.08,301.08
19940808,-1,245,,245,245,245,11328,58.56,303.56
19940809,-1,250,,250,250,250,9710,59.75,309.75
19940810,-1,246,,246,246,246,6351,58.79,304.79
19940811,-1,255,,255,255,255,14518,60.95,315.95
19940816,-1,262,,262,262,262,11523,62.62,324.62
19940817,-1,264,,264,264,264,5826,63.1,327.1
19940818,-1,290,,290,290,290,27010,69.31,359.31
19940822,-1,271,,271,271,271,13895,64.77,335.77
19940823,-1,260,,260,260,260,5859,62.14,322.14
19940824,-1,260,,260,260,260,7340,62.14,322.14
19940825,1,234,,234,234,234,5218,51.71,182.29
19940829,1,240,,240,240,240,3877,53.04,186.96
19940830,1,241,,241,241,241,2726,53.26,187.74
19940831,1,240,,240,240,240,4656,53.04,186.96
19940901,1,228,,228,228,228,4052,50.39,177.61
19940905,1,214,,214,214,214,4998,47.29,166.71
19940906,1,193,,193,193,193,6443,42.65,150.35
19940907,1,193.5,,193.5,193.5,193.5,5444,42.76,150.74
19940908,1,212.5,,212.5,212.5,212.5,5449,46.96,165.54
19940912,1,220,,220,220,220,6901,48.62,171.38
19940913,1,204.5,,204.5,204.5,204.5,4862,45.19,159.31
19940914,1,200,,200,200,200,11159,44.2,155.8
19940915,1,200,,200,200,200,8034,44.2,155.8
19940919,1,204,,204,204,204,10382,45.08,158.92
19940920,1,201,,201,201,201,4441,44.42,156.58
19940921,1,200,,200,200,200,12549,44.2,155.8
19940922,1,203,,203,203,203,4628,44.86,158.14
19940926,1,200,,200,200,200,7123,44.2,155.8
19940927,1,200,,200,200,200,5800,44.2,155.8
19940928,1,198,,198,198,198,3937,43.76,154.24
19940929,1,200,,200,200,200,4177,44.2,155.8
19941003,-1,210,,210,210,210,4624,50.19,260.19
19941004,-1,210,,210,210,210,6165,50.19,260.19
19941005,-1,209,,209,209,209,3140,49.95,258.95
19941006,-1,210,,210,210,210,3836,50.19,260.19
19941007,-1,210,,210,210,210,6407,50.19,260.19
19941010,1,205,,205,205,205,1698,45.31,159.7
19941011,-1,210,,210,210,210,9736,50.19,260.19
19941012,-1,210,,210,210,210,4476,50.19,260.19
19941013,1,200,,200,200,200,2068,44.2,155.8
19941014,1,195,,195,195,195,1035,43.1,151.91
19941017,-1,206,,206,206,206,3487,49.23,255.23
19941018,-1,210,,210,210,210,5123,50.19,260.19
19941019,1,205,,205,205,205,2803,45.31,159.7
19941020,-1,210,,210,210,210,10769,50.19,260.19
19941021,-1,210,,210,210,210,4936,50.19,260.19
19941024,1,206,,206,206,206,3197,45.53,160.47
19941025,-1,210,,210,210,210,4534,50.19,260.19
19941026,1,206,,206,206,206,4309,45.53,160.47
19941027,1,205,,205,205,205,9083,45.31,159.7
19941028,-1,210,,210,210,210,5119,50.19,260.19
19941102,-1,210,,210,210,210,7810,50.19,260.19
19941103,-1,209,,209,209,209,8472,49.95,258.95
19941104,-1,210,,210,210,210,8024,50.19,260.19
19941107,1,205,,205,205,205,1152,45.31,159.7
19941108,-1,208,,208,208,208,2049,49.71,257.71
19941109,1,206,,206,206,206,2039,45.53,160.47
19941110,1,205,,205,205,205,4955,45.31,159.7
19941114,-1,210,,210,210,210,8006,50.19,260.19
19941115,1,199,,199,199,199,3005,43.98,155.02
19941116,1,199,,199,199,199,13711,43.98,155.02
19941117,1,195,,195,195,195,6158,43.1,151.91
19941118,1,195,,195,195,195,1910,43.1,151.91
19941121,1,190,,190,190,190,5419,41.99,148.01
19941122,1,195,,195,195,195,5073,43.1,151.91
19941123,1,190,,190,190,190,3545,41.99,148.01
19941124,1,171,,171,171,171,1972,37.79,133.21
19941125,1,185,,185,185,185,2744,40.89,144.12
19941128,1,166.5,,166.5,166.5,166.5,24969,36.8,129.7
19941129,1,178,,178,178,178,13757,39.34,138.66
19941130,1,177.5,,177.5,177.5,177.5,4661,39.23,138.27
19941201,1,180,,180,180,180,13076,39.78,140.22
19941202,1,165,,165,165,165,6416,36.47,128.54
19941205,1,165,,165,165,165,5562,36.47,128.54
19941206,1,165,,165,165,165,14240,36.47,128.54
19941207,1,167,,167,167,167,8558,36.91,130.09
19941208,1,156,,156,156,156,4723,34.48,121.52
19941209,1,150.5,,150.5,150.5,150.5,3966,33.26,117.24
19941212,1,159,,159,159,159,9212,35.14,123.86
19941213,1,159,,159,159,159,4050,35.14,123.86
19941214,1,159,,159,159,159,6719,35.14,123.86
19941215,1,159,,159,159,159,4285,35.14,123.86
19941216,-1,163,,163,163,163,2395,38.96,201.96
19941219,-1,165,,165,165,165,3226,39.44,204.44
19941220,-1,165,,165,165,165,2395,39.44,204.44
19941221,1,161,,161,161,161,5734,35.58,125.42
19941222,-1,165,,165,165,165,3226,39.44,204.44
19941223,1,161,,161,161,161,341,35.58,125.42
19941227,1,161.5,,161.5,161.5,161.5,1788,35.69,125.81
19941228,1,155,,155,155,155,584,34.26,120.75
19941229,1,160.5,,160.5,160.5,160.5,694,35.47,125.03
19950102,-1,163,,163,163,163,1089,38.96,201.96
19950103,-1,166.5,,166.5,166.5,166.5,2063,39.79,206.29
19950104,-1,166,,166,166,166,1949,39.67,205.67
19950105,-1,165,,165,165,165,1164,39.44,204.44
19950106,1,159,,159,159,159,953,35.14,123.86
19950109,1,159,,159,159,159,1308,35.14,123.86
19950110,-1,162,,162,162,162,8892,38.72,200.72
19950111,1,160,,160,160,160,3147,35.36,124.64
19950112,1,160,,160,160,160,1284,35.36,124.64
19950113,-1,162,,162,162,162,40537,38.72,200.72
19950116,-1,162,,162,162,162,1432,38.72,200.72
19950117,-1,162,,162,162,162,6312,38.72,200.72
19950118,-1,162.5,,162.5,162.5,162.5,1126,38.84,201.34
19950119,-1,162.5,,162.5,162.5,162.5,2323,38.84,201.34
19950120,-1,162.5,,162.5,162.5,162.5,2892,38.84,201.34
19950123,1,162,,162,162,162,1040,35.8,126.2
19950124,-1,162.5,,162.5,162.5,162.5,6249,38.84,201.34
19950125,-1,162.5,,162.5,162.5,162.5,5378,38.84,201.34
19950126,1,159,,159,159,159,1403,35.14,123.86
19950127,1,157,,157,157,157,1166,34.7,122.3
19950130,1,157,,157,157,157,6443,34.7,122.3
19950131,1,141.5,,141.5,141.5,141.5,890,31.27,110.23
19950201,1,127.5,,127.5,127.5,127.5,1761,28.18,99.32
19950202,1,138,,138,138,138,3764,30.5,107.5
19950203,1,135,,135,135,135,2648,29.84,105.17
19950206,1,135,,135,135,135,359,29.84,105.17
19950207,-1,148.5,,148.5,148.5,148.5,3293,35.49,183.99
19950208,1,134,,134,134,134,9190,29.61,104.39
19950209,-1,147,,147,147,147,4786,35.13,182.13
19950210,-1,144,,144,144,144,1344,34.42,178.42
19950213,1,140,,140,140,140,196,30.94,109.06
19950214,-1,146,,146,146,146,1134,34.89,180.89
19950215,-1,150,,150,150,150,2097,35.85,185.85
19950216,-1,154,,154,154,154,2422,36.81,190.81
19950217,-1,157.5,,157.5,157.5,157.5,4876,37.64,195.14
19950220,-1,157.5,,157.5,157.5,157.5,3594,37.64,195.14
19950221,-1,157,,157,157,157,2191,37.52,194.52
19950222,1,150,,150,150,150,2030,33.15,116.85
19950223,-1,154,,154,154,154,2390,36.81,190.81
19950224,-1,158,,158,158,158,3804,37.76,195.76
19950227,-1,158,,158,158,158,1297,37.76,195.76
19950228,-1,155,,155,155,155,1074,37.05,192.05
19950301,-1,155,,155,155,155,1161,37.05,192.05
19950302,-1,158,,158,158,158,2025,37.76,195.76
19950303,-1,158,,158,158,158,718,37.76,195.76
19950306,-1,158,,158,158,158,1022,37.76,195.76
19950307,1,151.5,,151.5,151.5,151.5,413,33.48,118.02
19950308,1,152,,152,152,152,582,33.59,118.41
19950309,-1,155,,155,155,155,465,37.05,192.05
19950310,-1,158,,158,158,158,5016,37.76,195.76
19950313,-1,158,,158,158,158,5228,37.76,195.76
19950314,1,150.5,,150.5,150.5,150.5,2831,33.26,117.24
19950315,1,150.5,,150.5,150.5,150.5,1738,33.26,117.24
19950316,1,150,,150,150,150,13587,33.15,116.85
19950317,1,145,,145,145,145,700,32.05,112.96
19950320,1,148,,148,148,148,4078,32.71,115.29
19950321,1,144.5,,144.5,144.5,144.5,644,31.93,112.57
19950322,1,142,,142,142,142,2711,31.38,110.62
19950323,1,140,,140,140,140,3075,30.94,109.06
19950324,1,135.5,,135.5,135.5,135.5,461,29.95,105.55
19950327,1,138,,138,138,138,2159,30.5,107.5
19950328,1,135,,135,135,135,2519,29.84,105.17
19950329,1,135,,135,135,135,7033,29.84,105.17
19950330,1,137,,137,137,137,1303,30.28,106.72
19950331,1,139,,139,139,139,5421,30.72,108.28
19950403,-1,140,,140,140,140,4046,33.46,173.46
19950404,-1,141,,141,141,141,982,33.7,174.7
19950405,-1,145,,145,145,145,2224,34.66,179.66
19950406,-1,150,,150,150,150,3873,35.85,185.85
19950407,-1,155,,155,155,155,2671,37.05,192.05
19950410,-1,154,,154,154,154,3870,36.81,190.81
19950411,-1,154,,154,154,154,3643,36.81,190.81
19950412,-1,155,,155,155,155,3816,37.05,192.05
19950413,-1,154,,154,154,154,1763,36.81,190.81
19950414,-1,160,,160,160,160,5216,38.24,198.24
19950418,-1,155,,155,155,155,710,37.05,192.05
19950419,-1,160,,160,160,160,8006,38.24,198.24
19950420,-1,176,,176,176,176,6668,42.06,218.06
19950421,-1,193.5,,193.5,193.5,193.5,13297,46.25,239.75
19950424,-1,195,,195,195,195,8208,46.61,241.61
19950425,-1,179,,179,179,179,16922,42.78,221.78
19950426,-1,172,,172,172,172,4936,41.11,213.11
19950427,-1,185,,185,185,185,5997,44.22,229.22
