<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<SIGNAL>,<FACTOR>,<FEE>,<FINALPRICE>
20020724,305,307,298,305,2723,1,proponowana akcja sprzedaży,90.67,214.33
20020725,305,307.5,301.5,307,226,1,proponowana akcja sprzedaży,91.26,215.74
20020726,301,305,292.5,305,1776,1,proponowana akcja sprzedaży,90.67,214.33
20020729,300,303,300,303,31,1,proponowana akcja sprzedaży,90.07,212.93
20020730,297,303,297,303,750,1,proponowana akcja sprzedaży,90.07,212.93
20020731,300,301,300,301,8151,1,proponowana akcja sprzedaży,89.48,211.52
20020801,302,310,300,310,5155,-1,proponowana akcja kupna,113.31,423.31
20020802,303.5,308.5,302.5,305,210,1,proponowana akcja sprzedaży,90.67,214.33
20020805,302,310,301,310,181,-1,proponowana akcja kupna,113.31,423.31
20020806,310,315,310,315,697,-1,proponowana akcja kupna,115.13,430.13
20020807,308,313.5,308,313,414,-1,proponowana akcja kupna,114.4,427.4
20020808,306,308,306,307,142,1,proponowana akcja sprzedaży,91.26,215.74
20020809,306,310,305.5,310,401,-1,proponowana akcja kupna,113.31,423.31
20020812,306.5,306.5,305,306,121,1,proponowana akcja sprzedaży,90.96,215.04
20020813,303,304,302,304,94,1,proponowana akcja sprzedaży,90.37,213.63
20020814,301,305,300,305,269,1,proponowana akcja sprzedaży,90.67,214.33
20020816,302,309.5,302,309,1018,-1,proponowana akcja kupna,112.94,421.94
20020819,310,310.5,310,310,1001,-1,proponowana akcja kupna,113.31,423.31
20020820,312,312,310,310,225,-1,proponowana akcja kupna,113.31,423.31
20020821,305,319,305,310,1414,-1,proponowana akcja kupna,113.31,423.31
20020822,309.5,314,309.5,314,340,-1,proponowana akcja kupna,114.77,428.77
20020823,312,320,312,318,517,-1,proponowana akcja kupna,116.23,434.23
20020826,314,325,313,325,281,-1,proponowana akcja kupna,118.79,443.79
20020827,327,335,325,335,405,-1,proponowana akcja kupna,122.44,457.44
20020828,335,335,330,330,505,-1,proponowana akcja kupna,120.62,450.62
20020829,325,330,325,330,946,-1,proponowana akcja kupna,120.62,450.62
20020830,330,337,330,337,368,-1,proponowana akcja kupna,123.17,460.17
20020902,337,339,334.5,339,308,-1,proponowana akcja kupna,123.91,462.91
20020903,330,338.5,330,338.5,384,-1,proponowana akcja kupna,123.72,462.22
20020904,328,338,328,338,602,-1,proponowana akcja kupna,123.54,461.54
20020905,338,338.5,333,338.5,126,-1,proponowana akcja kupna,123.72,462.22
20020906,335,338.5,334.5,337.5,267,-1,proponowana akcja kupna,123.36,460.86
20020909,333.5,338,332.5,338,244,-1,proponowana akcja kupna,123.54,461.54
20020910,335,338,334,338,141,-1,proponowana akcja kupna,123.54,461.54
20020911,339,339,335,339,526,-1,proponowana akcja kupna,123.91,462.91
20020912,335.5,339,335,339,162,-1,proponowana akcja kupna,123.91,462.91
20020913,339,339,335,337,255,-1,proponowana akcja kupna,123.17,460.17
20020916,335,335,333,335,462,1,proponowana akcja sprzedaży,99.58,235.42
20020917,332,336,332,333,71,1,proponowana akcja sprzedaży,98.99,234.01
20020918,332,335,332,335,40,1,proponowana akcja sprzedaży,99.58,235.42
20020919,335,335,328,333,412,1,proponowana akcja sprzedaży,98.99,234.01
20020920,334,334,310,333,1136,1,proponowana akcja sprzedaży,98.99,234.01
20020923,328,333.5,328,333.5,419,1,proponowana akcja sprzedaży,99.14,234.36
20020924,329,333,326.5,333,1451,1,proponowana akcja sprzedaży,98.99,234.01
20020925,329,334.5,329,334.5,340,-1,proponowana akcja kupna,122.26,456.76
20020926,335,335,331.5,334.5,483,-1,proponowana akcja kupna,122.26,456.76
20020927,329,337,329,334,426,1,proponowana akcja sprzedaży,99.29,234.71
20020930,334,334,331,334,285,1,proponowana akcja sprzedaży,99.29,234.71
20021001,333,336.5,330,336.5,238,-1,proponowana akcja kupna,122.99,459.49
20021002,330.5,336.5,330.5,336.5,136,-1,proponowana akcja kupna,122.99,459.49
20021003,331.5,336.5,331.5,336.5,64,-1,proponowana akcja kupna,122.99,459.49
20021004,332,333.5,332,333,1283,1,proponowana akcja sprzedaży,98.99,234.01
20021007,330,335,330,335,372,-1,proponowana akcja kupna,122.44,457.44
20021008,333,335,330,335,194,-1,proponowana akcja kupna,122.44,457.44
20021009,331,335,331,332,853,1,proponowana akcja sprzedaży,98.69,233.31
20021010,330.5,334.5,330.5,332,139,1,proponowana akcja sprzedaży,98.69,233.31
20021011,331,335.5,331,335,175,-1,proponowana akcja kupna,122.44,457.44
20021014,335,336,333,335,119,-1,proponowana akcja kupna,122.44,457.44
20021015,335,336,331.5,335.5,289,-1,proponowana akcja kupna,122.63,458.13
20021016,333,336,332.5,336,148,-1,proponowana akcja kupna,122.81,458.81
20021017,332,336,332,336,191,-1,proponowana akcja kupna,122.81,458.81
20021018,335,340,335,338,1057,-1,proponowana akcja kupna,123.54,461.54
20021021,335,347,335,345,808,-1,proponowana akcja kupna,126.1,471.1
20021022,345,345,343.5,345,316,-1,proponowana akcja kupna,126.1,471.1
20021023,346,346,343.5,343.5,86,-1,proponowana akcja kupna,125.55,469.05
20021024,346,347,346,347,109,-1,proponowana akcja kupna,126.83,473.83
20021025,348.5,348.5,344.5,345,61,-1,proponowana akcja kupna,126.1,471.1
20021028,345,345.5,341.5,345,164,-1,proponowana akcja kupna,126.1,471.1
20021029,341,345.5,341,345.5,87,-1,proponowana akcja kupna,126.28,471.78
20021030,343,347.5,343,347.5,92,-1,proponowana akcja kupna,127.01,474.51
20021031,348,348,344,348,195,-1,proponowana akcja kupna,127.19,475.19
20021104,348,348,342.5,347,237,-1,proponowana akcja kupna,126.83,473.83
20021105,345,347.5,345,347.5,54,-1,proponowana akcja kupna,127.01,474.51
20021106,347,347.5,340,347.5,138,-1,proponowana akcja kupna,127.01,474.51
20021107,345,348,344,348,102,-1,proponowana akcja kupna,127.19,475.19
20021108,345,347.5,343.5,347,117,-1,proponowana akcja kupna,126.83,473.83
20021112,346,346,343,346,175,1,proponowana akcja sprzedaży,102.85,243.15
20021113,347,347,346,346.5,128,-1,proponowana akcja kupna,126.65,473.15
20021114,345,347,345,347,137,-1,proponowana akcja kupna,126.83,473.83
20021115,345,348,345,348,53,-1,proponowana akcja kupna,127.19,475.19
20021118,345.5,348,341,348,151,-1,proponowana akcja kupna,127.19,475.19
20021119,346,348,344.5,348,714,-1,proponowana akcja kupna,127.19,475.19
20021120,348,350,346,350,106,-1,proponowana akcja kupna,127.93,477.93
20021121,349,355,349,355,325,-1,proponowana akcja kupna,129.75,484.75
20021122,355,357,355,357,333,-1,proponowana akcja kupna,130.48,487.48
20021125,359,365,359,365,3578,-1,proponowana akcja kupna,133.41,498.41
20021126,370,370,360.5,362.5,953,-1,proponowana akcja kupna,132.49,494.99
20021127,362.5,369,361.5,369,85,-1,proponowana akcja kupna,134.87,503.87
20021128,364.5,364.5,363,363,112,-1,proponowana akcja kupna,132.68,495.68
20021129,363,365,363,365,102,-1,proponowana akcja kupna,133.41,498.41
20021202,362,367.5,362,365,29,-1,proponowana akcja kupna,133.41,498.41
20021203,364,364,362,362,99,-1,proponowana akcja kupna,132.31,494.31
20021204,367,367,363,363,252,-1,proponowana akcja kupna,132.68,495.68
20021205,362.5,365,362.5,364,37,-1,proponowana akcja kupna,133.04,497.04
20021206,362,363,362,363,28,-1,proponowana akcja kupna,132.68,495.68
20021209,356,363,356,363,2235,-1,proponowana akcja kupna,132.68,495.68
20021210,364,372,363.5,372,571,-1,proponowana akcja kupna,135.97,507.97
20021211,365,398,365,398,205,-1,proponowana akcja kupna,145.47,543.47
20021212,390,390,381,382.5,145,-1,proponowana akcja kupna,139.8,522.3
20021213,378,390,378,390,196,-1,proponowana akcja kupna,142.55,532.55
20021216,382.5,389.5,382,389.5,42,-1,proponowana akcja kupna,142.36,531.86
20021217,382.5,389.5,382.5,389,44,-1,proponowana akcja kupna,142.18,531.18
20021218,388.5,388.5,383,385,84,-1,proponowana akcja kupna,140.72,525.72
20021219,386.5,389.5,385,389.5,284,-1,proponowana akcja kupna,142.36,531.86
20021220,385.5,390,385,390,432,-1,proponowana akcja kupna,142.55,532.55
20021223,390,390,383,389.5,29,-1,proponowana akcja kupna,142.36,531.86
20021227,385,390,383.5,390,54,-1,proponowana akcja kupna,142.55,532.55
20021230,385,390,385,390,69,-1,proponowana akcja kupna,142.55,532.55
20021231,388,390,385,390,575,-1,proponowana akcja kupna,142.55,532.55
20030102,384.5,390,384.5,390,113,-1,proponowana akcja kupna,142.55,532.55
20030103,386.5,388,378,388,762,-1,proponowana akcja kupna,141.81,529.81
20030106,385.5,389,385,389,87,-1,proponowana akcja kupna,142.18,531.18
20030107,388,397,388,397,250,-1,proponowana akcja kupna,145.1,542.1
20030108,391.5,396.5,389,389,261,1,proponowana akcja sprzedaży,115.64,273.36
20030109,391,391,391,391,38,-1,proponowana akcja kupna,142.91,533.91
20030110,396,396,386,389.5,84,1,proponowana akcja sprzedaży,115.78,273.72
20030113,388,390,385,390,114,-1,proponowana akcja kupna,142.55,532.55
20030114,386.5,390,386,389,64,1,proponowana akcja sprzedaży,115.64,273.36
20030115,386.5,388,381,388,262,1,proponowana akcja sprzedaży,115.34,272.66
20030116,382.5,386,381,384.5,200,1,proponowana akcja sprzedaży,114.3,270.2
20030117,380,385,380,382,130,1,proponowana akcja sprzedaży,113.55,268.45
20030120,375,380,375,378.5,65,1,proponowana akcja sprzedaży,112.51,265.99
20030121,374,377,372,376.5,206,1,proponowana akcja sprzedaży,111.92,264.58
20030122,372,375,372,374,51,1,proponowana akcja sprzedaży,111.18,262.82
20030123,371,374,370,374,136,1,proponowana akcja sprzedaży,111.18,262.82
20030124,375,375,371,371,29,1,proponowana akcja sprzedaży,110.28,260.72
20030127,371,371,350,359.5,286,1,proponowana akcja sprzedaży,106.87,252.63
20030128,351.5,353,345,347,257,1,proponowana akcja sprzedaży,103.15,243.85
20030129,335,344,333,336,630,1,proponowana akcja sprzedaży,99.88,236.12
20030130,335,338.5,328,338.5,331,1,proponowana akcja sprzedaży,100.62,237.88
20030131,332,345,332,345,55,1,proponowana akcja sprzedaży,102.56,242.44
20030203,345,357,345,357,107,-1,proponowana akcja kupna,130.48,487.48
20030204,374,374,346.5,350,216,1,proponowana akcja sprzedaży,104.04,245.96
20030205,342.5,350,342,350,10,1,proponowana akcja sprzedaży,104.04,245.96
20030206,360,360,345,350,1126,1,proponowana akcja sprzedaży,104.04,245.96
20030207,350,350,342,343,72,1,proponowana akcja sprzedaży,101.96,241.04
20030210,343,343,340,340,40,1,proponowana akcja sprzedaży,101.07,238.93
20030211,340,340,340,340,5,1,proponowana akcja sprzedaży,101.07,238.93
20030213,332.5,336.5,330,330,2916,1,proponowana akcja sprzedaży,98.1,231.9
20030214,330,330,330,330,11,1,proponowana akcja sprzedaży,98.1,231.9
20030217,321,328,321,328,8,1,proponowana akcja sprzedaży,97.5,230.5
20030218,321.5,326,316,320,112,1,proponowana akcja sprzedaży,95.12,224.88
20030219,315,320,308,320,552,1,proponowana akcja sprzedaży,95.12,224.88
20030220,315,319,312,318.5,10103,1,proponowana akcja sprzedaży,94.68,223.82
20030221,313,318.5,313,318.5,95,1,proponowana akcja sprzedaży,94.68,223.82
20030224,315,319.5,315,319.5,39,1,proponowana akcja sprzedaży,94.98,224.52
20030225,319,320,319,319,26,1,proponowana akcja sprzedaży,94.83,224.17
20030226,335,340,330,339,71,-1,proponowana akcja kupna,123.91,462.91
20030227,340,340,335,339,265,-1,proponowana akcja kupna,123.91,462.91
20030228,338,339,336,339,64,-1,proponowana akcja kupna,123.91,462.91
20030303,336,336,312,335,174,-1,proponowana akcja kupna,122.44,457.44
20030304,330,330,330,330,10,1,proponowana akcja sprzedaży,98.1,231.9
20030305,330,333.5,323,333.5,66,-1,proponowana akcja kupna,121.89,455.39
20030306,333.5,334,330,334,27,-1,proponowana akcja kupna,122.08,456.08
20030307,330,330,330,330,39,1,proponowana akcja sprzedaży,98.1,231.9
20030310,323.5,332,323.5,332,14,-1,proponowana akcja kupna,121.35,453.35
20030311,325,327.5,322.5,325,95,1,proponowana akcja sprzedaży,96.61,228.39
20030312,323.5,329.5,323.5,329.5,45,1,proponowana akcja sprzedaży,97.95,231.55
20030314,329.5,329.5,323.5,325,83,1,proponowana akcja sprzedaży,96.61,228.39
20030317,320,320,305,305,317,1,proponowana akcja sprzedaży,90.67,214.33
20030318,301,311,301,309,955,1,proponowana akcja sprzedaży,91.85,217.15
20030319,305.5,308.5,305,308.5,267,1,proponowana akcja sprzedaży,91.71,216.79
20030320,308.5,308.5,305,308.5,158,1,proponowana akcja sprzedaży,91.71,216.79
20030321,315,318,315,318,32,-1,proponowana akcja kupna,116.23,434.23
20030324,317.5,317.5,302,309.5,279,1,proponowana akcja sprzedaży,92,217.5
20030325,312,314,312,314,22,1,proponowana akcja sprzedaży,93.34,220.66
20030326,314.5,314.5,306.5,311,137,1,proponowana akcja sprzedaży,92.45,218.55
20030327,307.5,320,306,320,296,-1,proponowana akcja kupna,116.96,436.96
20030328,317.5,320,309,320,968,-1,proponowana akcja kupna,116.96,436.96
20030331,318,318,312.5,315,1057,1,proponowana akcja sprzedaży,93.64,221.36
20030401,317.5,320,312,320,10338,-1,proponowana akcja kupna,116.96,436.96
20030402,319,335,319,334,226,-1,proponowana akcja kupna,122.08,456.08
20030403,339,340,335,340,127,-1,proponowana akcja kupna,124.27,464.27
20030404,340,340,324,324,44,-1,proponowana akcja kupna,118.42,442.42
20030407,335,340,334,340,86,-1,proponowana akcja kupna,124.27,464.27
20030408,337,345,337,339,247,-1,proponowana akcja kupna,123.91,462.91
20030409,344,344,338,343,356,-1,proponowana akcja kupna,125.37,468.37
20030410,343,343,333,340,674,-1,proponowana akcja kupna,124.27,464.27
20030411,340,340,337,340,145,-1,proponowana akcja kupna,124.27,464.27
20030414,333,345,333,340,114,-1,proponowana akcja kupna,124.27,464.27
20030415,336.5,340,336,340,60,-1,proponowana akcja kupna,124.27,464.27
20030416,340,340,339.5,339.5,36,-1,proponowana akcja kupna,124.09,463.59
20030417,340,350,340,345,631,-1,proponowana akcja kupna,126.1,471.1
20030422,326,335,326,335,484,1,proponowana akcja sprzedaży,99.58,235.42
20030423,330.5,339,330,335,114,1,proponowana akcja sprzedaży,99.58,235.42
20030424,326.5,335,326.5,335,145,1,proponowana akcja sprzedaży,99.58,235.42
20030425,329,335,328,335,160,1,proponowana akcja sprzedaży,99.58,235.42
20030428,329,335,328,335,340,1,proponowana akcja sprzedaży,99.58,235.42
20030429,330,335,329.5,334,132,1,proponowana akcja sprzedaży,99.29,234.71
20030430,331,338,330.5,338,299,-1,proponowana akcja kupna,123.54,461.54
20030502,335,336,335,336,50,1,proponowana akcja sprzedaży,99.88,236.12
20030505,333,340,333,340,2868,-1,proponowana akcja kupna,124.27,464.27
20030506,336,344,336,344,296,-1,proponowana akcja kupna,125.73,469.73
20030507,344,348,343.5,345,3568,-1,proponowana akcja kupna,126.1,471.1
20030508,343,345,342,345,187,-1,proponowana akcja kupna,126.1,471.1
20030509,345,345,340,345,64,-1,proponowana akcja kupna,126.1,471.1
20030512,341,345,340,344,216,-1,proponowana akcja kupna,125.73,469.73
20030513,335,345,335,345,2943,-1,proponowana akcja kupna,126.1,471.1
20030514,340.5,348.5,340.5,347.5,166,-1,proponowana akcja kupna,127.01,474.51
20030515,343,347.5,343,347.5,13,-1,proponowana akcja kupna,127.01,474.51
20030516,344.5,348,344,348,234,-1,proponowana akcja kupna,127.19,475.19
20030519,348,348,348,348,21,-1,proponowana akcja kupna,127.19,475.19
20030520,348,348.5,348,348,21,-1,proponowana akcja kupna,127.19,475.19
20030521,348,349,342,349,86,-1,proponowana akcja kupna,127.56,476.56
20030522,345,350,345,350,437,-1,proponowana akcja kupna,127.93,477.93
20030523,347.5,352,347.5,352,152,-1,proponowana akcja kupna,128.66,480.66
20030526,352,359.5,350,359.5,23,-1,proponowana akcja kupna,131.4,490.9
20030527,360,360,352.5,360,110,-1,proponowana akcja kupna,131.58,491.58
20030528,360,362,353.5,362,154,-1,proponowana akcja kupna,132.31,494.31
20030529,358,370,358,370,319,-1,proponowana akcja kupna,135.24,505.24
20030530,367.5,375,367.5,375,22,-1,proponowana akcja kupna,137.06,512.06
20030602,375,375,369.5,369.5,96,-1,proponowana akcja kupna,135.05,504.55
20030603,369.5,375,366,375,85,-1,proponowana akcja kupna,137.06,512.06
20030605,370,373,365.5,373,69,-1,proponowana akcja kupna,136.33,509.33
20030606,364,373,364,373,46,-1,proponowana akcja kupna,136.33,509.33
20030609,370,372,362.5,372,151,-1,proponowana akcja kupna,135.97,507.97
20030610,366,370,364,370,249,-1,proponowana akcja kupna,135.24,505.24
20030611,365,369.5,365,369.5,94,-1,proponowana akcja kupna,135.05,504.55
20030612,363,369.5,362.5,369.5,117,-1,proponowana akcja kupna,135.05,504.55
20030613,368.5,369,368,368,31,1,proponowana akcja sprzedaży,109.39,258.61
20030616,364,369,362.5,368,71,1,proponowana akcja sprzedaży,109.39,258.61
20030617,365,368,362.5,367.5,121,1,proponowana akcja sprzedaży,109.24,258.26
20030618,361.5,367.5,361.5,367.5,81,1,proponowana akcja sprzedaży,109.24,258.26
20030620,363.5,367.5,362.5,367.5,152,1,proponowana akcja sprzedaży,109.24,258.26
20030623,362.5,370,362.5,368,297,1,proponowana akcja sprzedaży,109.39,258.61
20030624,374,375,365,365,107,1,proponowana akcja sprzedaży,108.5,256.5
20030625,363,365,362,365,38,1,proponowana akcja sprzedaży,108.5,256.5
20030626,363,365,363,365,25,1,proponowana akcja sprzedaży,108.5,256.5
20030627,360,364.5,357.5,364.5,28,1,proponowana akcja sprzedaży,108.35,256.15
20030630,360,369.5,360,369.5,293,-1,proponowana akcja kupna,135.05,504.55
20030701,365,369,363,369,79,-1,proponowana akcja kupna,134.87,503.87
20030702,363,372,362.5,372,280,-1,proponowana akcja kupna,135.97,507.97
20030703,373,375,365,365,72,1,proponowana akcja sprzedaży,108.5,256.5
20030704,360.5,370,360,365,113,1,proponowana akcja sprzedaży,108.5,256.5
20030707,362.5,365,360,364.5,215,1,proponowana akcja sprzedaży,108.35,256.15
20030708,364.5,364.5,364,364,114,1,proponowana akcja sprzedaży,108.2,255.8
20030709,360,364,360,364,262,1,proponowana akcja sprzedaży,108.2,255.8
20030710,363,363,359,359,110,1,proponowana akcja sprzedaży,106.72,252.28
20030711,361,361,350,360.5,344,1,proponowana akcja sprzedaży,107.16,253.34
20030714,359,361,359,360,80,1,proponowana akcja sprzedaży,107.02,252.98
20030715,360,360,350,350,388,1,proponowana akcja sprzedaży,104.04,245.96
20030716,350,359,341,359,7007,1,proponowana akcja sprzedaży,106.72,252.28
20030717,359,364,353,364,94,-1,proponowana akcja kupna,133.04,497.04
20030718,360,363,356,359.5,79,1,proponowana akcja sprzedaży,106.87,252.63
20030721,360,364.5,360,364.5,96,-1,proponowana akcja kupna,133.23,497.73
20030722,369.5,369.5,364.5,366.5,84,-1,proponowana akcja kupna,133.96,500.46
20030723,366.5,369.5,363,363,179,-1,proponowana akcja kupna,132.68,495.68
20030724,361,365,360,360,172,1,proponowana akcja sprzedaży,107.02,252.98
20030725,363.5,367,360,360,113,1,proponowana akcja sprzedaży,107.02,252.98
20030728,360,363.5,359,363.5,52,-1,proponowana akcja kupna,132.86,496.36
20030729,364,367,359,367,166,-1,proponowana akcja kupna,134.14,501.14
20030730,367,370.5,364,365,123,-1,proponowana akcja kupna,133.41,498.41
20030731,364.5,368,359,368,601,-1,proponowana akcja kupna,134.5,502.5
20030801,361,368.5,361,365,193,-1,proponowana akcja kupna,133.41,498.41
20030804,360,361.5,359,360,234,1,proponowana akcja sprzedaży,107.02,252.98
20030805,363.5,363.5,363.5,363.5,5,1,proponowana akcja sprzedaży,108.06,255.44
20030806,364.5,365,359,363,157,1,proponowana akcja sprzedaży,107.91,255.09
20030807,359,366.5,359,366.5,117,-1,proponowana akcja kupna,133.96,500.46
20030808,366,367,366,367,88,-1,proponowana akcja kupna,134.14,501.14
20030811,361.5,375,361.5,370,342,-1,proponowana akcja kupna,135.24,505.24
20030812,368,380,368,378,539,-1,proponowana akcja kupna,138.16,516.16
20030813,377,379,377,377,119,-1,proponowana akcja kupna,137.79,514.79
20030814,380,390,375,381.5,1907,-1,proponowana akcja kupna,139.44,520.94
20030818,385,395,382,389,888,-1,proponowana akcja kupna,142.18,531.18
20030819,386.5,410,386.5,407.5,1075,-1,proponowana akcja kupna,148.94,556.44
