<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<SIGNAL>,<FACTOR>,<FEE>,<FINALPRICE>
20040129,439,444,439,444,1016,1,proponowana akcja sprzedaży,131.99,312.01
20040130,448,448,448,448,30,-1,proponowana akcja kupna,163.74,611.74
20040202,450,450,450,450,531,-1,proponowana akcja kupna,164.48,614.48
20040203,453,453,447,450,154,-1,proponowana akcja kupna,164.48,614.48
20040204,448.5,448.5,448.5,448.5,4,-1,proponowana akcja kupna,163.93,612.43
20040205,450,454,445.5,445.5,129,1,proponowana akcja sprzedaży,132.43,313.07
20040206,445,446.5,445,445.5,1555,1,proponowana akcja sprzedaży,132.43,313.07
20040209,436,455,436,455,416,-1,proponowana akcja kupna,166.3,621.3
20040210,449,450,447.5,450,43,-1,proponowana akcja kupna,164.48,614.48
20040211,447,450,447,450,42,-1,proponowana akcja kupna,164.48,614.48
20040212,447.5,447.5,447.5,447.5,41,1,proponowana akcja sprzedaży,133.03,314.47
20040213,447,447,447,447,1,1,proponowana akcja sprzedaży,132.88,314.12
20040216,447,447,440,446,23,1,proponowana akcja sprzedaży,132.58,313.42
20040218,441,441,440,440,351,1,proponowana akcja sprzedaży,130.8,309.2
20040219,440,445,440,440,246,1,proponowana akcja sprzedaży,130.8,309.2
20040220,436,445,436,445,79,1,proponowana akcja sprzedaży,132.28,312.72
20040223,436,440,436,440,821,1,proponowana akcja sprzedaży,130.8,309.2
20040224,436,436,436,436,66,1,proponowana akcja sprzedaży,129.61,306.39
20040225,436,440,436,440,60,1,proponowana akcja sprzedaży,130.8,309.2
20040226,440,442,440,440,2261,1,proponowana akcja sprzedaży,130.8,309.2
20040227,440,440,440,440,15,1,proponowana akcja sprzedaży,130.8,309.2
20040301,440,442,437,442,33,-1,proponowana akcja kupna,161.55,603.55
20040302,441.5,442,435,442,335,-1,proponowana akcja kupna,161.55,603.55
20040303,441,441,440,440,51,1,proponowana akcja sprzedaży,130.8,309.2
20040304,442,442,433,442,5315,-1,proponowana akcja kupna,161.55,603.55
20040305,440,444.5,436,442,392,-1,proponowana akcja kupna,161.55,603.55
20040308,442,445,437.5,445,130,-1,proponowana akcja kupna,162.65,607.65
20040309,438,445,437.5,445,312,-1,proponowana akcja kupna,162.65,607.65
20040310,440,443,437,443,2580,-1,proponowana akcja kupna,161.92,604.92
20040311,440,441,439,441,68,1,proponowana akcja sprzedaży,131.09,309.91
20040312,437.5,444.5,437,444.5,176,-1,proponowana akcja kupna,162.47,606.97
20040315,445,445,439.5,440,9,1,proponowana akcja sprzedaży,130.8,309.2
20040316,440,440,439.5,439.5,355,1,proponowana akcja sprzedaży,130.65,308.85
20040317,431.5,438,431.5,434.5,159,1,proponowana akcja sprzedaży,129.16,305.34
20040318,438,438,436,436,116,1,proponowana akcja sprzedaży,129.61,306.39
20040319,440,440,432.5,435,576,1,proponowana akcja sprzedaży,129.31,305.69
20040322,427,427,427,427,57,1,proponowana akcja sprzedaży,126.93,300.07
20040323,428,433,427,433,5037,1,proponowana akcja sprzedaży,128.72,304.28
20040324,433,438.5,430,438.5,26,-1,proponowana akcja kupna,160.27,598.77
20040325,445,445,438,444,5745,-1,proponowana akcja kupna,162.28,606.28
20040326,440.5,444,440,444,312,-1,proponowana akcja kupna,162.28,606.28
20040329,440,440.5,438.5,440,417,-1,proponowana akcja kupna,160.82,600.82
20040330,440,440,438,440,1318,-1,proponowana akcja kupna,160.82,600.82
20040331,438,442,437,442,659,-1,proponowana akcja kupna,161.55,603.55
20040401,438,438,438,438,36,1,proponowana akcja sprzedaży,130.2,307.8
20040402,438,444,438,444,118,-1,proponowana akcja kupna,162.28,606.28
20040405,440,444,438,444,84,-1,proponowana akcja kupna,162.28,606.28
20040406,438.5,452.5,438.5,452.5,82,-1,proponowana akcja kupna,165.39,617.89
20040407,450,450,441.5,444,323,-1,proponowana akcja kupna,162.28,606.28
20040408,442,449,442,449,24,-1,proponowana akcja kupna,164.11,613.11
20040413,443,450,441,449,64,-1,proponowana akcja kupna,164.11,613.11
20040414,440,445,440,440,578,1,proponowana akcja sprzedaży,130.8,309.2
20040415,443,443,440,440,424,1,proponowana akcja sprzedaży,130.8,309.2
20040416,445,448,440,441,47,1,proponowana akcja sprzedaży,131.09,309.91
20040419,441,441,439,441,127,1,proponowana akcja sprzedaży,131.09,309.91
20040420,438.5,450,438.5,445,253,-1,proponowana akcja kupna,162.65,607.65
20040421,445,445,440,440,10,1,proponowana akcja sprzedaży,130.8,309.2
20040422,440.5,440.5,438,438,156,1,proponowana akcja sprzedaży,130.2,307.8
20040423,440,440,434,438,118,1,proponowana akcja sprzedaży,130.2,307.8
20040426,430,434,430,434,95,1,proponowana akcja sprzedaży,129.01,304.99
20040427,430.5,433,428,433,477,1,proponowana akcja sprzedaży,128.72,304.28
20040428,433,433,433,433,11,1,proponowana akcja sprzedaży,128.72,304.28
20040429,435,435,428.5,430.5,1047,1,proponowana akcja sprzedaży,127.97,302.53
20040430,430,435,428,435,1675,1,proponowana akcja sprzedaży,129.31,305.69
20040504,445,445,430,430,121,1,proponowana akcja sprzedaży,127.82,302.18
20040505,432,440,431,431,291,1,proponowana akcja sprzedaży,128.12,302.88
20040506,440,440,430,431,773,1,proponowana akcja sprzedaży,128.12,302.88
20040507,432,438,430,430,251,1,proponowana akcja sprzedaży,127.82,302.18
20040510,430,430,404.5,414.5,835,1,proponowana akcja sprzedaży,123.22,291.28
20040511,418,420,415,415,160,1,proponowana akcja sprzedaży,123.36,291.64
20040512,425,425,416,423,64,1,proponowana akcja sprzedaży,125.74,297.26
20040513,415,423,415,423,390,1,proponowana akcja sprzedaży,125.74,297.26
20040514,415.5,423,415.5,423,533,1,proponowana akcja sprzedaży,125.74,297.26
20040517,418.5,425,417,418,153,1,proponowana akcja sprzedaży,124.26,293.74
20040518,411,418,411,418,50,1,proponowana akcja sprzedaży,124.26,293.74
20040519,415,415,415,415,33,1,proponowana akcja sprzedaży,123.36,291.64
20040520,415,415,413,414,70,1,proponowana akcja sprzedaży,123.07,290.93
20040521,410,412.5,409,412.5,103,1,proponowana akcja sprzedaży,122.62,289.88
20040524,415,415,415,415,300,1,proponowana akcja sprzedaży,123.36,291.64
20040525,416,416,415,415,120,1,proponowana akcja sprzedaży,123.36,291.64
20040526,415,415,415,415,135,1,proponowana akcja sprzedaży,123.36,291.64
20040528,415,415,415,415,40,1,proponowana akcja sprzedaży,123.36,291.64
20040531,420,420,420,420,226,-1,proponowana akcja kupna,153.51,573.51
20040601,415,421,415,421,78,-1,proponowana akcja kupna,153.88,574.88
20040602,420,420,415,419,345,-1,proponowana akcja kupna,153.15,572.15
20040603,418,420,418,418,263,1,proponowana akcja sprzedaży,124.26,293.74
20040604,419,420,418,418,140,1,proponowana akcja sprzedaży,124.26,293.74
20040607,418.5,420.5,418.5,420,307,-1,proponowana akcja kupna,153.51,573.51
20040608,419,423,419,423,592,-1,proponowana akcja kupna,154.61,577.61
20040609,425,425,422.5,422.5,109,-1,proponowana akcja kupna,154.42,576.92
20040611,422,425,420,425,108,-1,proponowana akcja kupna,155.34,580.34
20040614,423,425,423,425,100,-1,proponowana akcja kupna,155.34,580.34
20040615,425,425,420,424,133,-1,proponowana akcja kupna,154.97,578.97
20040616,421,424,421,424,153,-1,proponowana akcja kupna,154.97,578.97
20040617,420.5,427,420.5,427,49,-1,proponowana akcja kupna,156.07,583.07
20040618,430,430,421,425,189,-1,proponowana akcja kupna,155.34,580.34
20040621,425.5,425.5,425.5,425.5,50,-1,proponowana akcja kupna,155.52,581.02
20040622,424,424,421,424,248,-1,proponowana akcja kupna,154.97,578.97
20040623,421,421.5,421,421,78,1,proponowana akcja sprzedaży,125.15,295.85
20040624,422,423,422,422.5,91,1,proponowana akcja sprzedaży,125.59,296.91
20040625,422.5,427,422.5,427,617,-1,proponowana akcja kupna,156.07,583.07
20040628,424.5,429,424,429,455,-1,proponowana akcja kupna,156.8,585.8
20040629,430,431.5,430,431,276,-1,proponowana akcja kupna,157.53,588.53
20040630,431,432.5,431,431,2109,-1,proponowana akcja kupna,157.53,588.53
20040701,425,432,425,432,31,-1,proponowana akcja kupna,157.9,589.9
20040702,428.5,430,428,430,22,-1,proponowana akcja kupna,157.17,587.17
20040705,425,432,425,425.5,9,1,proponowana akcja sprzedaży,126.49,299.01
20040706,425,425,425,425,20,1,proponowana akcja sprzedaży,126.34,298.66
20040707,425,425,425,425,500,1,proponowana akcja sprzedaży,126.34,298.66
20040709,425,425,425,425,36,1,proponowana akcja sprzedaży,126.34,298.66
20040712,421,427,421,427,42,-1,proponowana akcja kupna,156.07,583.07
20040713,421,426,421,425,538,1,proponowana akcja sprzedaży,126.34,298.66
20040714,422,425,422,425,240,1,proponowana akcja sprzedaży,126.34,298.66
20040715,425,425,421,424,101,1,proponowana akcja sprzedaży,126.04,297.96
20040716,422,425,422,422,135,1,proponowana akcja sprzedaży,125.45,296.55
20040719,421,424,421,424,184,1,proponowana akcja sprzedaży,126.04,297.96
20040720,421,425,421,425,255,-1,proponowana akcja kupna,155.34,580.34
20040721,421,425,421,424,210,1,proponowana akcja sprzedaży,126.04,297.96
20040722,421,424,421,424,172,1,proponowana akcja sprzedaży,126.04,297.96
20040723,430,434.5,421.5,424.5,165,1,proponowana akcja sprzedaży,126.19,298.31
20040726,422.5,425,422.5,422.5,95,1,proponowana akcja sprzedaży,125.59,296.91
20040727,420.5,420.5,420,420,398,1,proponowana akcja sprzedaży,124.85,295.15
20040728,420,420,420,420,179,1,proponowana akcja sprzedaży,124.85,295.15
20040729,417,423,417,417,311,1,proponowana akcja sprzedaży,123.96,293.04
20040730,420,425,420,423,226,-1,proponowana akcja kupna,154.61,577.61
20040802,420,420,420,420,30,1,proponowana akcja sprzedaży,124.85,295.15
20040803,420,420,417,417,532,1,proponowana akcja sprzedaży,123.96,293.04
20040804,412.5,417.5,412,417.5,31,1,proponowana akcja sprzedaży,124.11,293.39
20040805,419,419,417,417,22,1,proponowana akcja sprzedaży,123.96,293.04
20040809,417,419,417,419,70,1,proponowana akcja sprzedaży,124.55,294.45
20040810,419,419,415,415,900,1,proponowana akcja sprzedaży,123.36,291.64
20040811,416,416,415,415,53,1,proponowana akcja sprzedaży,123.36,291.64
20040812,415,415,415,415,14,1,proponowana akcja sprzedaży,123.36,291.64
20040813,419,419,415,415,26,1,proponowana akcja sprzedaży,123.36,291.64
20040816,421,422,420,421,561,-1,proponowana akcja kupna,153.88,574.88
20040817,422.5,424,422.5,424,132,-1,proponowana akcja kupna,154.97,578.97
20040818,424,424,424,424,87,-1,proponowana akcja kupna,154.97,578.97
20040819,425,425,424,425,100,-1,proponowana akcja kupna,155.34,580.34
20040820,423,430,421,425,194,-1,proponowana akcja kupna,155.34,580.34
20040823,425,425,420,425,278,-1,proponowana akcja kupna,155.34,580.34
20040824,427,427,427,427,65,-1,proponowana akcja kupna,156.07,583.07
20040825,426.5,426.5,426,426,280,-1,proponowana akcja kupna,155.7,581.7
20040826,424,430,424,430,17,-1,proponowana akcja kupna,157.17,587.17
20040827,430,435,430,435,47,-1,proponowana akcja kupna,158.99,593.99
20040830,435,435,435,435,155,-1,proponowana akcja kupna,158.99,593.99
20040831,439,439,435,439,79,-1,proponowana akcja kupna,160.46,599.46
20040901,435,435,434,434,390,-1,proponowana akcja kupna,158.63,592.63
20040902,435,435,435,435,50,-1,proponowana akcja kupna,158.99,593.99
20040903,435,435,435,435,50,-1,proponowana akcja kupna,158.99,593.99
20040906,434,435,434,435,31,-1,proponowana akcja kupna,158.99,593.99
20040907,434,435,434,434,21,-1,proponowana akcja kupna,158.63,592.63
20040908,435,440,434,435,1198,-1,proponowana akcja kupna,158.99,593.99
20040909,437,441,436,436,15,-1,proponowana akcja kupna,159.36,595.36
20040910,440,440,435,435,39,-1,proponowana akcja kupna,158.99,593.99
20040913,434,435,434,435,3,-1,proponowana akcja kupna,158.99,593.99
20040914,432,432,432,432,773,1,proponowana akcja sprzedaży,128.42,303.58
20040915,435,435,435,435,11,-1,proponowana akcja kupna,158.99,593.99
20040916,436,436,435,435,6,-1,proponowana akcja kupna,158.99,593.99
20040917,435,436,435,435,28,-1,proponowana akcja kupna,158.99,593.99
20040920,435,435,435,435,13,-1,proponowana akcja kupna,158.99,593.99
20040921,420,435,420,435,103,-1,proponowana akcja kupna,158.99,593.99
20040922,435,435,430,435,61,-1,proponowana akcja kupna,158.99,593.99
20040924,430,435,430,435,108,-1,proponowana akcja kupna,158.99,593.99
20040927,430,434,430,434,124,1,proponowana akcja sprzedaży,129.01,304.99
20040928,435,435,435,435,5026,-1,proponowana akcja kupna,158.99,593.99
20040930,435,435,430,435,44,-1,proponowana akcja kupna,158.99,593.99
20041001,437,437,425,435,355,-1,proponowana akcja kupna,158.99,593.99
20041004,435,440,435,440,5056,-1,proponowana akcja kupna,160.82,600.82
20041005,440,449,440,445,626,-1,proponowana akcja kupna,162.65,607.65
20041006,450,450,440,450,190,-1,proponowana akcja kupna,164.48,614.48
20041007,452.5,452.5,445,450,202,-1,proponowana akcja kupna,164.48,614.48
20041008,445,450,445,450,125,-1,proponowana akcja kupna,164.48,614.48
20041011,450,450,450,450,60,-1,proponowana akcja kupna,164.48,614.48
20041012,445,452,445,452,92,-1,proponowana akcja kupna,165.21,617.21
20041013,450,450,450,450,25051,-1,proponowana akcja kupna,164.48,614.48
20041014,450,453,450,453,129,-1,proponowana akcja kupna,165.57,618.57
20041015,446.5,450,446.5,450,93,-1,proponowana akcja kupna,164.48,614.48
20041018,450,450,450,450,157,-1,proponowana akcja kupna,164.48,614.48
20041019,445,450,445,450,160,-1,proponowana akcja kupna,164.48,614.48
20041020,450,450,450,450,50,-1,proponowana akcja kupna,164.48,614.48
20041021,451,451,451,451,116,-1,proponowana akcja kupna,164.84,615.84
20041022,450,450,450,450,24799,-1,proponowana akcja kupna,164.48,614.48
20041025,453,454,450,450,32227,-1,proponowana akcja kupna,164.48,614.48
20041026,450,455,450,450,22,-1,proponowana akcja kupna,164.48,614.48
20041027,450,450,450,450,217,-1,proponowana akcja kupna,164.48,614.48
20041028,450,450,450,450,917,-1,proponowana akcja kupna,164.48,614.48
20041102,450,450,450,450,39,-1,proponowana akcja kupna,164.48,614.48
20041103,450,450,450,450,208,-1,proponowana akcja kupna,164.48,614.48
20041104,450,452,450,450,47,-1,proponowana akcja kupna,164.48,614.48
20041105,450,450,450,450,26,-1,proponowana akcja kupna,164.48,614.48
20041108,450,450,450,450,235,-1,proponowana akcja kupna,164.48,614.48
20041109,450,450,450,450,16,-1,proponowana akcja kupna,164.48,614.48
20041110,452,452,452,452,5,-1,proponowana akcja kupna,165.21,617.21
20041112,452,452,452,452,100,-1,proponowana akcja kupna,165.21,617.21
20041115,452,452,450,450,19,1,proponowana akcja sprzedaży,133.77,316.23
20041116,450,450,450,450,16,1,proponowana akcja sprzedaży,133.77,316.23
20041117,452,452,450,450,114,1,proponowana akcja sprzedaży,133.77,316.23
20041118,450,450,450,450,1,1,proponowana akcja sprzedaży,133.77,316.23
20041119,450,450,450,450,12,1,proponowana akcja sprzedaży,133.77,316.23
20041122,450,450,450,450,5,1,proponowana akcja sprzedaży,133.77,316.23
20041123,450,450,450,450,50,1,proponowana akcja sprzedaży,133.77,316.23
20041124,450,450,450,450,67,1,proponowana akcja sprzedaży,133.77,316.23
20041125,450,450,450,450,82,1,proponowana akcja sprzedaży,133.77,316.23
20041126,450,452,450,452,22,-1,proponowana akcja kupna,165.21,617.21
20041129,452,469,451,451,854,-1,proponowana akcja kupna,164.84,615.84
20041130,450,450,450,450,33,1,proponowana akcja sprzedaży,133.77,316.23
20041201,450,450,450,450,18,1,proponowana akcja sprzedaży,133.77,316.23
20041202,450,450,450,450,22,1,proponowana akcja sprzedaży,133.77,316.23
20041206,450,451,450,451,20,-1,proponowana akcja kupna,164.84,615.84
20041207,451,451,450,450,1022,1,proponowana akcja sprzedaży,133.77,316.23
20041208,450,450,450,450,8,1,proponowana akcja sprzedaży,133.77,316.23
20041209,450,450,450,450,94,1,proponowana akcja sprzedaży,133.77,316.23
20041210,450,450,450,450,36,1,proponowana akcja sprzedaży,133.77,316.23
20041213,450,450,450,450,10,1,proponowana akcja sprzedaży,133.77,316.23
20041214,450,450,450,450,31,1,proponowana akcja sprzedaży,133.77,316.23
20041215,451,451,451,451,4,-1,proponowana akcja kupna,164.84,615.84
20041216,450,450,450,450,11,1,proponowana akcja sprzedaży,133.77,316.23
20041217,450,450,450,450,133,1,proponowana akcja sprzedaży,133.77,316.23
20041220,450,450,450,450,24,1,proponowana akcja sprzedaży,133.77,316.23
20041221,450,455,450,450,233,1,proponowana akcja sprzedaży,133.77,316.23
20041223,450,451,450,451,2,-1,proponowana akcja kupna,164.84,615.84
20041227,450,450,450,450,3,1,proponowana akcja sprzedaży,133.77,316.23
20041228,450,450,450,450,3,1,proponowana akcja sprzedaży,133.77,316.23
20041229,450,450,450,450,3,1,proponowana akcja sprzedaży,133.77,316.23
20041230,452,453,452,452,79,-1,proponowana akcja kupna,165.21,617.21
20050103,450,450,450,450,3,1,proponowana akcja sprzedaży,133.77,316.23
20050104,450,450,450,450,3,1,proponowana akcja sprzedaży,133.77,316.23
20050105,450,460,450,460,23,-1,proponowana akcja kupna,168.13,628.13
20050106,460,460,460,460,4,-1,proponowana akcja kupna,168.13,628.13
20050107,460,460,460,460,10,-1,proponowana akcja kupna,168.13,628.13
20050110,450,450,450,450,21,1,proponowana akcja sprzedaży,133.77,316.23
20050111,450,450,450,450,508,1,proponowana akcja sprzedaży,133.77,316.23
20050112,450,450,450,450,14,1,proponowana akcja sprzedaży,133.77,316.23
20050114,450,450,450,450,5,1,proponowana akcja sprzedaży,133.77,316.23
20050119,425,460,425,460,155,-1,proponowana akcja kupna,168.13,628.13
20050120,460,460,460,460,5,-1,proponowana akcja kupna,168.13,628.13
20050121,460,461,460,460,15,-1,proponowana akcja kupna,168.13,628.13
20050124,460,460,460,460,23,-1,proponowana akcja kupna,168.13,628.13
20050126,460,460,460,460,21,-1,proponowana akcja kupna,168.13,628.13
20050127,460,470,460,470,89,-1,proponowana akcja kupna,171.79,641.79
20050128,470,477,470,477,38,-1,proponowana akcja kupna,174.34,651.34
20050131,470,477,460,477,148,-1,proponowana akcja kupna,174.34,651.34
20050201,465,474,462,474,70,-1,proponowana akcja kupna,173.25,647.25
20050202,477,480,474,480,145,-1,proponowana akcja kupna,175.44,655.44
20050203,479.5,479.5,465,465,22,1,proponowana akcja sprzedaży,138.23,326.77
20050204,465.5,465.5,461.5,461.5,13,1,proponowana akcja sprzedaży,137.19,324.31
20050209,464,479,464,479,39,-1,proponowana akcja kupna,175.08,654.08
20050210,474,475,474,475,24,-1,proponowana akcja kupna,173.61,648.61
20050211,465,470,465,466,24,1,proponowana akcja sprzedaży,138.53,327.47
20050214,465.5,465.5,461.5,461.5,16,1,proponowana akcja sprzedaży,137.19,324.31
20050215,463.5,463.5,462,462,35,1,proponowana akcja sprzedaży,137.34,324.66
20050216,474,475,474,475,59,-1,proponowana akcja kupna,173.61,648.61
20050217,470,470,466,466,26,1,proponowana akcja sprzedaży,138.53,327.47
20050218,470,470,465,465,99,1,proponowana akcja sprzedaży,138.23,326.77
20050221,465,470,465,465,31,1,proponowana akcja sprzedaży,138.23,326.77
20050222,477.5,489,475,487,377,-1,proponowana akcja kupna,178,665
20050223,481,485,481,485,63,-1,proponowana akcja kupna,177.27,662.27
20050224,489,490,482.5,485,330,-1,proponowana akcja kupna,177.27,662.27
20050225,485,485,483,484,82,-1,proponowana akcja kupna,176.9,660.9
20050228,480,500,480,500,513,-1,proponowana akcja kupna,182.75,682.75
20050301,502,505,502,505,24,-1,proponowana akcja kupna,184.58,689.58
20050302,500,500,485.5,496.5,72,-1,proponowana akcja kupna,181.47,677.97
20050303,496,496,496,496,2,-1,proponowana akcja kupna,181.29,677.29
20050304,491,496,491,491,12,-1,proponowana akcja kupna,179.46,670.46
20050307,490,496,490,496,11,-1,proponowana akcja kupna,181.29,677.29
20050308,495.5,495.5,490.5,491,17,-1,proponowana akcja kupna,179.46,670.46
20050309,491.5,495.5,491.5,495.5,4,-1,proponowana akcja kupna,181.11,676.61
20050310,494,494,493,493,29,-1,proponowana akcja kupna,180.19,673.19
20050311,491,491,486,486,14,1,proponowana akcja sprzedaży,144.47,341.53
20050314,477,485,477,485,78,1,proponowana akcja sprzedaży,144.17,340.83
20050315,485.5,500,485.5,500,76,-1,proponowana akcja kupna,182.75,682.75
20050316,495,495,490,490,6,1,proponowana akcja sprzedaży,145.66,344.34
20050317,485.5,485.5,485,485,11,1,proponowana akcja sprzedaży,144.17,340.83
20050318,485,485,485,485,30,1,proponowana akcja sprzedaży,144.17,340.83
20050321,490,490,485,485,19,1,proponowana akcja sprzedaży,144.17,340.83
20050322,485,485,485,485,1100,1,proponowana akcja sprzedaży,144.17,340.83
20050323,490,490,490,490,11,-1,proponowana akcja kupna,179.1,669.1
20050324,485.5,495,485.5,495,3,-1,proponowana akcja kupna,180.92,675.92
20050329,486,495,486,495,24,-1,proponowana akcja kupna,180.92,675.92
20050330,490,490,490,490,7,1,proponowana akcja sprzedaży,145.66,344.34
20050331,490,519,490,490,64,1,proponowana akcja sprzedaży,145.66,344.34
20050401,491,495,491,495,16,-1,proponowana akcja kupna,180.92,675.92
20050404,495,495,495,495,49,-1,proponowana akcja kupna,180.92,675.92
20050405,500,500,500,500,20,-1,proponowana akcja kupna,182.75,682.75
20050406,505,515,505,515,12,-1,proponowana akcja kupna,188.23,703.23
20050407,518.5,550,511,540,191,-1,proponowana akcja kupna,197.37,737.37
20050411,552,555,530,540,123,-1,proponowana akcja kupna,197.37,737.37
20050412,540,550,532,545,283,-1,proponowana akcja kupna,199.2,744.2
20050413,550,550,543,550,500,-1,proponowana akcja kupna,201.03,751.03
20050414,545,547,541,541,131,-1,proponowana akcja kupna,197.74,738.74
20050415,550,550,541,541,174,-1,proponowana akcja kupna,197.74,738.74
20050418,533,533,516,516,228,1,proponowana akcja sprzedaży,153.39,362.61
20050419,529,529,524,524,40,1,proponowana akcja sprzedaży,155.77,368.23
20050420,526,527,511,511,85,1,proponowana akcja sprzedaży,151.9,359.1
20050421,525,525,506,506,157,1,proponowana akcja sprzedaży,150.42,355.58
20050422,506,512.5,506,506,22,1,proponowana akcja sprzedaży,150.42,355.58
20050425,503,506,500,506,40,1,proponowana akcja sprzedaży,150.42,355.58
20050426,505,506,500,500,432,1,proponowana akcja sprzedaży,148.63,351.37
20050427,500,500,500,500,54,1,proponowana akcja sprzedaży,148.63,351.37
20050428,500,515,500,500,12,1,proponowana akcja sprzedaży,148.63,351.37
20050429,500,500,500,500,1,1,proponowana akcja sprzedaży,148.63,351.37
20050502,485.5,521,485.5,505,42,1,proponowana akcja sprzedaży,150.12,354.88
20050504,520,520,513.5,516,11,-1,proponowana akcja kupna,188.6,704.6
20050505,505,505,500.5,500.5,13,1,proponowana akcja sprzedaży,148.78,351.72
20050506,501,501,500,500,34,1,proponowana akcja sprzedaży,148.63,351.37
20050509,500.5,508,500.5,508,16,-1,proponowana akcja kupna,185.67,693.67
20050510,505.5,505.5,505,505,42,1,proponowana akcja sprzedaży,150.12,354.88
20050511,510,510,510,510,89,-1,proponowana akcja kupna,186.41,696.41
20050512,501.5,501.5,501.5,501.5,1,1,proponowana akcja sprzedaży,149.08,352.42
20050513,501,501,500,500,90,1,proponowana akcja sprzedaży,148.63,351.37
20050516,500,500,486,500,160,1,proponowana akcja sprzedaży,148.63,351.37
20050517,500,500,500,500,96,1,proponowana akcja sprzedaży,148.63,351.37
20050518,500,500,500,500,15,1,proponowana akcja sprzedaży,148.63,351.37
20050519,500,506,500,500,38,1,proponowana akcja sprzedaży,148.63,351.37
20050520,500,500,500,500,161,1,proponowana akcja sprzedaży,148.63,351.37
20050523,490,500,486,500,114,1,proponowana akcja sprzedaży,148.63,351.37
20050524,500,500,486.5,495.5,139,1,proponowana akcja sprzedaży,147.29,348.21
20050525,499.5,500,499.5,500,5,1,proponowana akcja sprzedaży,148.63,351.37
20050527,495,495,495,495,2,1,proponowana akcja sprzedaży,147.15,347.85
20050530,505,509,500,500,194,-1,proponowana akcja kupna,182.75,682.75
20050531,500,509,500,509,28,-1,proponowana akcja kupna,186.04,695.04
20050601,502,502,500,500,26,1,proponowana akcja sprzedaży,148.63,351.37
20050602,500,500,500,500,3,1,proponowana akcja sprzedaży,148.63,351.37
20050603,510,510,500,500,25,1,proponowana akcja sprzedaży,148.63,351.37
20050607,500,500,500,500,53,1,proponowana akcja sprzedaży,148.63,351.37
20050608,500,509.5,500,509.5,7,-1,proponowana akcja kupna,186.22,695.72
20050613,500.5,500.5,500.5,500.5,1,1,proponowana akcja sprzedaży,148.78,351.72
20050614,501,505,501,505,201,-1,proponowana akcja kupna,184.58,689.58
20050615,502.5,502.5,500.5,500.5,6,1,proponowana akcja sprzedaży,148.78,351.72
20050616,501,508,500,508,17,-1,proponowana akcja kupna,185.67,693.67
20050620,503,503,503,503,1,1,proponowana akcja sprzedaży,149.52,353.48
20050621,503,503,500,500,88,1,proponowana akcja sprzedaży,148.63,351.37
20050622,500,500,500,500,30,1,proponowana akcja sprzedaży,148.63,351.37
20050623,503,503,503,503,12,-1,proponowana akcja kupna,183.85,686.85
20050624,501.5,501.5,501.5,501.5,7,1,proponowana akcja sprzedaży,149.08,352.42
20050627,501,501,500,500,11,1,proponowana akcja sprzedaży,148.63,351.37
20050628,500,500,500,500,12,1,proponowana akcja sprzedaży,148.63,351.37
20050629,500,504,497,500,57,1,proponowana akcja sprzedaży,148.63,351.37
20050630,500.5,500.5,500.5,500.5,50,1,proponowana akcja sprzedaży,148.78,351.72
20050701,501,501,501,501,5,1,proponowana akcja sprzedaży,148.93,352.07
20050705,500,505,500,505,99,-1,proponowana akcja kupna,184.58,689.58
20050707,509,509,509,509,11,-1,proponowana akcja kupna,186.04,695.04
20050708,500.5,509,500.5,501,33,1,proponowana akcja sprzedaży,148.93,352.07
20050711,500,500,500,500,69,1,proponowana akcja sprzedaży,148.63,351.37
20050712,500,500,500,500,15,1,proponowana akcja sprzedaży,148.63,351.37
20050713,500.5,500.5,500.5,500.5,10,1,proponowana akcja sprzedaży,148.78,351.72
20050714,500,500,500,500,38,1,proponowana akcja sprzedaży,148.63,351.37
20050715,500,500,500,500,3,1,proponowana akcja sprzedaży,148.63,351.37
20050718,500,500,500,500,7,1,proponowana akcja sprzedaży,148.63,351.37
20050719,500,500,500,500,744,1,proponowana akcja sprzedaży,148.63,351.37
20050720,505,505,505,505,30,-1,proponowana akcja kupna,184.58,689.58
20050721,505,505,505,505,6,-1,proponowana akcja kupna,184.58,689.58
20050722,509,509,509,509,52,-1,proponowana akcja kupna,186.04,695.04
20050725,509,509,509,509,18,-1,proponowana akcja kupna,186.04,695.04
20050726,505,505,505,505,37,-1,proponowana akcja kupna,184.58,689.58
20050727,505,505,505,505,32,-1,proponowana akcja kupna,184.58,689.58
20050728,505,509,505,509,50,-1,proponowana akcja kupna,186.04,695.04
20050729,505,508.5,505,508.5,3,-1,proponowana akcja kupna,185.86,694.36
20050801,505,509,505,509,4,-1,proponowana akcja kupna,186.04,695.04
20050802,506,506,505,505,35,1,proponowana akcja sprzedaży,150.12,354.88
20050803,505,505,505,505,92,1,proponowana akcja sprzedaży,150.12,354.88
20050804,505,506,505,506,20,1,proponowana akcja sprzedaży,150.42,355.58
20050805,500,505,500,505,102,1,proponowana akcja sprzedaży,150.12,354.88
20050808,505,505,505,505,83,1,proponowana akcja sprzedaży,150.12,354.88
20050809,508,508,508,508,7,-1,proponowana akcja kupna,185.67,693.67
20050810,509,509,509,509,9,-1,proponowana akcja kupna,186.04,695.04
